准确性权重,连续等待权重,不稳定权重,胜出方案,最小综合风险
0.13,0.02,0.85,18/22,0.014045635974547853
0.13,0.03,0.84,18/22,0.018173511843996758
0.13,0.04,0.83,18/22,0.02230138771344566
0.13,0.05,0.82,18/22,0.026429263582894564
0.13,0.06,0.81,18/22,0.030557139452343465
0.13,0.07,0.8,18/22,0.03468501532179237
0.13,0.08,0.79,18/22,0.038812891191241275
0.13,0.09,0.78,18/22,0.04294076706069018
0.13,0.1,0.77,18/22,0.047068642930139085
0.13,0.11,0.76,18/22,0.051196518799587976
0.13,0.12,0.75,18/22,0.05532439466903688
0.13,0.13,0.74,18/22,0.059452270538485785
0.13,0.14,0.73,18/22,0.06358014640793469
0.13,0.15,0.72,18/22,0.0677080222773836
0.13,0.16,0.71,18/22,0.0718358981468325
0.13,0.17,0.7,18/22,0.0759637740162814
0.13,0.18,0.69,18/22,0.08009164988573031
0.13,0.19,0.6799999999999999,18/22,0.08421952575517921
0.13,0.2,0.6699999999999999,18/22,0.08834740162462812
0.13,0.21,0.66,18/22,0.09247527749407701
0.13,0.22,0.65,18/22,0.09660315336352591
0.13,0.23,0.64,18/22,0.10073102923297483
0.13,0.24,0.63,18/22,0.10485890510242372
0.13,0.25,0.62,16/18,0.10755189250919411
0.13,0.26,0.61,16/18,0.10937297330106141
0.13,0.27,0.6,16/18,0.11119405409292873
0.13,0.28,0.59,16/18,0.11301513488479603
0.13,0.29,0.5800000000000001,16/18,0.11483621567666333
0.13,0.3,0.5700000000000001,16/18,0.11665729646853065
0.13,0.31,0.56,16/18,0.11847837726039796
0.13,0.32,0.55,16/18,0.12029945805226527
0.13,0.33,0.54,16/18,0.12212053884413258
0.13,0.34,0.53,16/18,0.1239416196359999
0.13,0.35000000000000003,0.52,16/18,0.12576270042786722
0.13,0.36,0.51,16/18,0.1275837812197345
0.13,0.37,0.5,16/18,0.1294048620116018
0.13,0.38,0.49,16/18,0.13122594280346914
0.13,0.39,0.48,16/18,0.13304702359533643
0.13,0.4,0.47,16/18,0.13486810438720376
0.13,0.41000000000000003,0.45999999999999996,16/18,0.13668918517907103
0.13,0.42,0.45,16/18,0.13851026597093835
0.13,0.43,0.44,16/18,0.14033134676280568
0.13,0.44,0.43,16/18,0.14215242755467297
0.13,0.45,0.42,16/18,0.14397350834654027
0.13,0.46,0.41,16/18,0.1457945891384076
0.13,0.47000000000000003,0.39999999999999997,16/18,0.1476156699302749
0.13,0.48,0.39,16/18,0.14943675072214221
0.13,0.49,0.38,16/18,0.1512578315140095
0.13,0.5,0.37,16/18,0.1530789123058768
0.13,0.51,0.36,16/18,0.15489999309774413
0.13,0.52,0.35,16/18,0.15672107388961143
0.13,0.53,0.33999999999999997,16/18,0.15854215468147875
0.13,0.54,0.32999999999999996,16/18,0.16036323547334608
0.13,0.55,0.31999999999999995,16/18,0.16218431626521337
0.13,0.56,0.30999999999999994,16/18,0.1640053970570807
0.13,0.5700000000000001,0.29999999999999993,16/18,0.165826477848948
0.13,0.58,0.29000000000000004,16/18,0.16764755864081526
0.13,0.59,0.28,15/18,0.16817720631379324
0.13,0.6,0.27,15/18,0.1683231132158799
0.13,0.61,0.26,15/18,0.16846902011796658
0.13,0.62,0.25,15/18,0.16861492702005326
0.13,0.63,0.24,15/18,0.16876083392213995
0.13,0.64,0.22999999999999998,15/18,0.16890674082422663
0.13,0.65,0.21999999999999997,15/18,0.1690526477263133
0.13,0.66,0.20999999999999996,15/18,0.1691985546284
0.13,0.67,0.19999999999999996,15/18,0.16934446153048666
0.13,0.68,0.18999999999999995,15/18,0.16949036843257334
0.13,0.6900000000000001,0.17999999999999994,15/18,0.16963627533466002
0.13,0.7000000000000001,0.16999999999999993,15/18,0.16978218223674668
0.13,0.71,0.16000000000000003,15/18,0.16992808913883337
0.13,0.72,0.15000000000000002,15/18,0.17007399604092002
0.13,0.73,0.14,15/18,0.17021990294300673
0.13,0.74,0.13,15/18,0.1703658098450934
0.13,0.75,0.12,15/18,0.17051171674718008
0.13,0.76,0.10999999999999999,15/18,0.17065762364926676
0.13,0.77,0.09999999999999998,15/18,0.17080353055135342
0.13,0.78,0.08999999999999997,15/18,0.17094943745344013
0.13,0.79,0.07999999999999996,15/18,0.17109534435552678
0.13,0.8,0.06999999999999995,15/18,0.17124125125761347
0.13,0.81,0.05999999999999994,15/18,0.17138715815970013
0.13,0.8200000000000001,0.04999999999999993,15/18,0.1715330650617868
0.13,0.8300000000000001,0.039999999999999925,15/18,0.1716789719638735
0.13,0.84,0.030000000000000027,15/18,0.17182487886596015
0.13,0.85,0.020000000000000018,15/18,0.17197078576804686
0.13,0.86,0.010000000000000009,15/18,0.17211669267013352
0.13,0.87,0.0,15/18,0.1722625995722202
0.14,0.0,0.86,18/22,0.006235259946084666
0.14,0.01,0.85,18/22,0.01036313581553357
0.14,0.02,0.84,18/22,0.014491011684982472
0.14,0.03,0.83,18/22,0.018618887554431376
0.14,0.04,0.82,18/22,0.022746763423880278
0.14,0.05,0.8099999999999999,18/22,0.026874639293329183
0.14,0.06,0.8,18/22,0.031002515162778084
0.14,0.07,0.79,18/22,0.03513039103222699
0.14,0.08,0.78,18/22,0.039258266901675894
0.14,0.09,0.77,18/22,0.0433861427711248
0.14,0.1,0.76,18/22,0.0475140186405737
0.14,0.11,0.75,18/22,0.0516418945100226
0.14,0.12,0.74,18/22,0.055769770379471506
0.14,0.13,0.73,18/22,0.05989764624892041
0.14,0.14,0.72,18/22,0.06402552211836932
0.14,0.15,0.71,18/22,0.0681533979878182
0.14,0.16,0.7,18/22,0.07228127385726711
0.14,0.17,0.69,18/22,0.07640914972671602
0.14,0.18,0.6799999999999999,18/22,0.08053702559616492
0.14,0.19,0.6699999999999999,18/22,0.08466490146561383
0.14,0.2,0.6599999999999999,18/22,0.08879277733506273
0.14,0.21,0.65,18/22,0.09292065320451162
0.14,0.22,0.64,18/22,0.09704852907396053
0.14,0.23,0.63,18/22,0.10117640494340945
0.14,0.24,0.62,18/22,0.10530428081285834
0.14,0.25,0.61,16/18,0.10770765194861806
0.14,0.26,0.6,16/18,0.10952873274048538
0.14,0.27,0.59,16/18,0.11134981353235268
0.14,0.28,0.58,16/18,0.11317089432422
0.14,0.29,0.5700000000000001,16/18,0.1149919751160873
0.14,0.3,0.56,16/18,0.11681305590795461
0.14,0.31,0.55,16/18,0.11863413669982192
0.14,0.32,0.54,16/18,0.12045521749168923
0.14,0.33,0.53,16/18,0.12227629828355654
0.14,0.34,0.52,16/18,0.12409737907542384
0.14,0.35000000000000003,0.51,16/18,0.12591845986729117
0.14,0.36,0.5,16/18,0.12773954065915846
0.14,0.37,0.49,16/18,0.12956062145102576
0.14,0.38,0.48,16/18,0.13138170224289308
0.14,0.39,0.47,16/18,0.13320278303476038
0.14,0.4,0.45999999999999996,16/18,0.1350238638266277
0.14,0.41000000000000003,0.44999999999999996,16/18,0.136844944618495
0.14,0.42,0.44,16/18,0.1386660254103623
0.14,0.43,0.43,16/18,0.14048710620222962
0.14,0.44,0.42,16/18,0.14230818699409692
0.14,0.45,0.41,16/18,0.14412926778596424
0.14,0.46,0.39999999999999997,16/18,0.14595034857783154
0.14,0.47000000000000003,0.38999999999999996,16/18,0.14777142936969886
0.14,0.48,0.38,16/18,0.14959251016156616
0.14,0.49,0.37,16/18,0.15141359095343346
0.14,0.5,0.36,16/18,0.15323467174530078
0.14,0.51,0.35,16/18,0.15505575253716808
0.14,0.52,0.33999999999999997,16/18,0.15687683332903538
0.14,0.53,0.32999999999999996,16/18,0.15869791412090267
0.14,0.54,0.31999999999999995,16/18,0.16051899491277
0.14,0.55,0.30999999999999994,16/18,0.16234007570463732
0.14,0.56,0.29999999999999993,16/18,0.16416115649650462
0.14,0.5700000000000001,0.2899999999999999,16/18,0.16598223728837194
0.14,0.58,0.28,15/18,0.16722889164945112
0.14,0.59,0.27,15/18,0.16737479855153778
0.14,0.6,0.26,15/18,0.16752070545362446
0.14,0.61,0.25,15/18,0.16766661235571115
0.14,0.62,0.24,15/18,0.16781251925779783
0.14,0.63,0.22999999999999998,15/18,0.16795842615988452
0.14,0.64,0.21999999999999997,15/18,0.16810433306197117
0.14,0.65,0.20999999999999996,15/18,0.16825023996405786
0.14,0.66,0.19999999999999996,15/18,0.16839614686614454
0.14,0.67,0.18999999999999995,15/18,0.16854205376823123
0.14,0.68,0.17999999999999994,15/18,0.16868796067031788
0.14,0.6900000000000001,0.16999999999999993,15/18,0.16883386757240457
0.14,0.7000000000000001,0.15999999999999992,15/18,0.16897977447449125
0.14,0.71,0.15000000000000002,15/18,0.1691256813765779
0.14,0.72,0.14,15/18,0.1692715882786646
0.14,0.73,0.13,15/18,0.16941749518075128
0.14,0.74,0.12,15/18,0.16956340208283793
0.14,0.75,0.10999999999999999,15/18,0.16970930898492462
0.14,0.76,0.09999999999999998,15/18,0.1698552158870113
0.14,0.77,0.08999999999999997,15/18,0.17000112278909799
0.14,0.78,0.07999999999999996,15/18,0.17014702969118467
0.14,0.79,0.06999999999999995,15/18,0.17029293659327133
0.14,0.8,0.05999999999999994,15/18,0.170438843495358
0.14,0.81,0.04999999999999993,15/18,0.17058475039744467
0.14,0.8200000000000001,0.039999999999999925,15/18,0.17073065729953138
0.14,0.8300000000000001,0.029999999999999916,15/18,0.17087656420161804
0.14,0.84,0.020000000000000018,15/18,0.17102247110370472
0.14,0.85,0.010000000000000009,15/18,0.1711683780057914
0.14,0.86,0.0,15/18,0.17131428490787806
0.15,0.0,0.85,18/22,0.006680635656519285
0.15,0.01,0.84,18/22,0.010808511525968189
0.15,0.02,0.83,18/22,0.01493638739541709
0.15,0.03,0.82,18/22,0.019064263264865995
0.15,0.04,0.8099999999999999,18/22,0.023192139134314897
0.15,0.05,0.7999999999999999,18/22,0.0273200150037638
0.15,0.06,0.79,18/22,0.0314478908732127
0.15,0.07,0.78,18/22,0.03557576674266161
0.15,0.08,0.77,18/22,0.03970364261211051
0.15,0.09,0.76,18/22,0.04383151848155942
0.15,0.1,0.75,18/22,0.04795939435100832
0.15,0.11,0.74,18/22,0.05208727022045722
0.15,0.12,0.73,18/22,0.056215146089906125
0.15,0.13,0.72,18/22,0.06034302195935503
0.15,0.14,0.71,18/22,0.06447089782880393
0.15,0.15,0.7,18/22,0.06859877369825283
0.15,0.16,0.69,18/22,0.07272664956770174
0.15,0.17,0.6799999999999999,18/22,0.07685452543715064
0.15,0.18,0.6699999999999999,18/22,0.08098240130659955
0.15,0.19,0.6599999999999999,18/22,0.08511027717604845
0.15,0.2,0.6499999999999999,18/22,0.08923815304549736
0.15,0.21,0.64,18/22,0.09336602891494625
0.15,0.22,0.63,18/22,0.09749390478439515
0.15,0.23,0.62,18/22,0.10162178065384407
0.15,0.24,0.61,18/22,0.10574965652329296
0.15,0.25,0.6,16/18,0.10786341138804204
0.15,0.26,0.59,16/18,0.10968449217990933
0.15,0.27,0.58,16/18,0.11150557297177664
0.15,0.28,0.57,16/18,0.11332665376364395
0.15,0.29,0.56,16/18,0.11514773455551125
0.15,0.3,0.55,16/18,0.11696881534737856
0.15,0.31,0.54,16/18,0.11878989613924587
0.15,0.32,0.53,16/18,0.1206109769311132
0.15,0.33,0.52,16/18,0.12243205772298049
0.15,0.34,0.51,16/18,0.1242531385148478
0.15,0.35000000000000003,0.49999999999999994,16/18,0.1260742193067151
0.15,0.36,0.49,16/18,0.1278953000985824
0.15,0.37,0.48,16/18,0.1297163808904497
0.15,0.38,0.47,16/18,0.13153746168231703
0.15,0.39,0.45999999999999996,16/18,0.13335854247418433
0.15,0.4,0.44999999999999996,16/18,0.13517962326605165
0.15,0.41000000000000003,0.43999999999999995,16/18,0.13700070405791895
0.15,0.42,0.43,16/18,0.13882178484978624
0.15,0.43,0.42,16/18,0.14064286564165357
0.15,0.44,0.41,16/18,0.1424639464335209
0.15,0.45,0.39999999999999997,16/18,0.1442850272253882
0.15,0.46,0.38999999999999996,16/18,0.1461061080172555
0.15,0.47000000000000003,0.37999999999999995,16/18,0.1479271888091228
0.15,0.48,0.37,16/18,0.1497482696009901
0.15,0.49,0.36,16/18,0.15156935039285743
0.15,0.5,0.35,16/18,0.15339043118472473
0.15,0.51,0.33999999999999997,16/18,0.15521151197659205
0.15,0.52,0.32999999999999996,16/18,0.15703259276845932
0.15,0.53,0.31999999999999995,16/18,0.15885367356032665
0.15,0.54,0.30999999999999994,16/18,0.16067475435219397
0.15,0.55,0.29999999999999993,16/18,0.16249583514406127
0.15,0.56,0.2899999999999999,16/18,0.1643169159359286
0.15,0.5700000000000001,0.2799999999999999,16/18,0.1661379967277959
0.15,0.58,0.27,15/18,0.16642648388719566
0.15,0.59,0.26,15/18,0.16657239078928235
0.15,0.6,0.25,15/18,0.16671829769136903
0.15,0.61,0.24,15/18,0.1668642045934557
0.15,0.62,0.22999999999999998,15/18,0.16701011149554237
0.15,0.63,0.21999999999999997,15/18,0.16715601839762906
0.15,0.64,0.20999999999999996,15/18,0.16730192529971577
0.15,0.65,0.19999999999999996,15/18,0.16744783220180243
0.15,0.66,0.18999999999999995,15/18,0.16759373910388908
0.15,0.67,0.17999999999999994,15/18,0.16773964600597577
0.15,0.68,0.16999999999999993,15/18,0.16788555290806245
0.15,0.6900000000000001,0.15999999999999992,15/18,0.16803145981014916
0.15,0.7000000000000001,0.1499999999999999,15/18,0.1681773667122358
0.15,0.71,0.14,15/18,0.1683232736143225
0.15,0.72,0.13,15/18,0.16846918051640913
0.15,0.73,0.12,15/18,0.16861508741849582
0.15,0.74,0.10999999999999999,15/18,0.1687609943205825
0.15,0.75,0.09999999999999998,15/18,0.1689069012226692
0.15,0.76,0.08999999999999997,15/18,0.1690528081247559
0.15,0.77,0.07999999999999996,15/18,0.16919871502684253
0.15,0.78,0.06999999999999995,15/18,0.1693446219289292
0.15,0.79,0.05999999999999994,15/18,0.1694905288310159
0.15,0.8,0.04999999999999993,15/18,0.16963643573310258
0.15,0.81,0.039999999999999925,15/18,0.16978234263518924
0.15,0.8200000000000001,0.029999999999999916,15/18,0.16992824953727592
0.15,0.8300000000000001,0.019999999999999907,15/18,0.1700741564393626
0.15,0.84,0.010000000000000009,15/18,0.17022006334144926
0.15,0.85,0.0,15/18,0.17036597024353595
0.16,0.0,0.84,18/22,0.007126011366953904
0.16,0.01,0.83,18/22,0.011253887236402808
0.16,0.02,0.82,18/22,0.015381763105851709
0.16,0.03,0.8099999999999999,18/22,0.019509638975300614
0.16,0.04,0.7999999999999999,18/22,0.023637514844749515
0.16,0.05,0.7899999999999999,18/22,0.02776539071419842
0.16,0.06,0.78,18/22,0.03189326658364732
0.16,0.07,0.77,18/22,0.036021142453096226
0.16,0.08,0.76,18/22,0.04014901832254513
0.16,0.09,0.75,18/22,0.044276894191994036
0.16,0.1,0.74,18/22,0.04840477006144294
0.16,0.11,0.73,18/22,0.05253264593089184
0.16,0.12,0.72,18/22,0.056660521800340743
0.16,0.13,0.71,18/22,0.06078839766978965
0.16,0.14,0.7,18/22,0.06491627353923855
0.16,0.15,0.69,18/22,0.06904414940868744
0.16,0.16,0.6799999999999999,18/22,0.07317202527813635
0.16,0.17,0.6699999999999999,18/22,0.07729990114758525
0.16,0.18,0.6599999999999999,18/22,0.08142777701703416
0.16,0.19,0.6499999999999999,18/22,0.08555565288648306
0.16,0.2,0.6399999999999999,18/22,0.08968352875593197
0.16,0.21,0.63,18/22,0.09381140462538086
0.16,0.22,0.62,18/22,0.09793928049482976
0.16,0.23,0.61,18/22,0.10206715636427868
0.16,0.24,0.6,18/22,0.10619503223372757
0.16,0.25,0.59,16/18,0.10801917082746598
0.16,0.26,0.58,16/18,0.10984025161933328
0.16,0.27,0.57,16/18,0.11166133241120059
0.16,0.28,0.5599999999999999,16/18,0.1134824132030679
0.16,0.29,0.55,16/18,0.1153034939949352
0.16,0.3,0.54,16/18,0.11712457478680251
0.16,0.31,0.53,16/18,0.11894565557866982
0.16,0.32,0.52,16/18,0.12076673637053714
0.16,0.33,0.51,16/18,0.12258781716240445
0.16,0.34,0.49999999999999994,16/18,0.12440889795427176
0.16,0.35000000000000003,0.48999999999999994,16/18,0.12622997874613906
0.16,0.36,0.48,16/18,0.12805105953800636
0.16,0.37,0.47,16/18,0.12987214032987368
0.16,0.38,0.45999999999999996,16/18,0.13169322112174098
0.16,0.39,0.44999999999999996,16/18,0.1335143019136083
0.16,0.4,0.43999999999999995,16/18,0.13533538270547563
0.16,0.41000000000000003,0.42999999999999994,16/18,0.1371564634973429
0.16,0.42,0.42,16/18,0.13897754428921022
0.16,0.43,0.41,16/18,0.14079862508107754
0.16,0.44,0.39999999999999997,16/18,0.14261970587294484
0.16,0.45,0.38999999999999996,16/18,0.14444078666481214
0.16,0.46,0.37999999999999995,16/18,0.14626186745667943
0.16,0.47000000000000003,0.36999999999999994,16/18,0.14808294824854676
0.16,0.48,0.36,16/18,0.14990402904041408
0.16,0.49,0.35,16/18,0.15172510983228135
0.16,0.5,0.33999999999999997,16/18,0.15354619062414868
0.16,0.51,0.32999999999999996,16/18,0.15536727141601597
0.16,0.52,0.31999999999999995,16/18,0.1571883522078833
0.16,0.53,0.30999999999999994,16/18,0.15900943299975062
0.16,0.54,0.29999999999999993,16/18,0.16083051379161792
0.16,0.55,0.2899999999999999,16/18,0.16265159458348524
0.16,0.56,0.2799999999999999,16/18,0.16447267537535254
0.16,0.5700000000000001,0.2699999999999999,15/18,0.16547816922285358
0.16,0.58,0.26,15/18,0.16562407612494023
0.16,0.59,0.25,15/18,0.16576998302702692
0.16,0.6,0.24,15/18,0.1659158899291136
0.16,0.61,0.22999999999999998,15/18,0.16606179683120026
0.16,0.62,0.21999999999999997,15/18,0.16620770373328692
0.16,0.63,0.20999999999999996,15/18,0.16635361063537363
0.16,0.64,0.19999999999999996,15/18,0.1664995175374603
0.16,0.65,0.18999999999999995,15/18,0.166645424439547
0.16,0.66,0.17999999999999994,15/18,0.16679133134163365
0.16,0.67,0.16999999999999993,15/18,0.1669372382437203
0.16,0.68,0.15999999999999992,15/18,0.16708314514580702
0.16,0.6900000000000001,0.1499999999999999,15/18,0.1672290520478937
0.16,0.7000000000000001,0.1399999999999999,15/18,0.16737495894998036
0.16,0.71,0.13,15/18,0.16752086585206705
0.16,0.72,0.12,15/18,0.1676667727541537
0.16,0.73,0.10999999999999999,15/18,0.1678126796562404
0.16,0.74,0.09999999999999998,15/18,0.16795858655832704
0.16,0.75,0.08999999999999997,15/18,0.16810449346041376
0.16,0.76,0.07999999999999996,15/18,0.16825040036250044
0.16,0.77,0.06999999999999995,15/18,0.1683963072645871
0.16,0.78,0.05999999999999994,15/18,0.16854221416667378
0.16,0.79,0.04999999999999993,15/18,0.16868812106876044
0.16,0.8,0.039999999999999925,15/18,0.16883402797084715
0.16,0.81,0.029999999999999916,15/18,0.1689799348729338
0.16,0.8200000000000001,0.019999999999999907,15/18,0.1691258417750205
0.16,0.8300000000000001,0.009999999999999898,15/18,0.16927174867710715
0.16,0.84,0.0,15/18,0.16941765557919383
0.17,0.0,0.83,18/22,0.007571387077388523
0.17,0.01,0.82,18/22,0.011699262946837426
0.17,0.02,0.8099999999999999,18/22,0.015827138816286328
0.17,0.03,0.7999999999999999,18/22,0.019955014685735233
0.17,0.04,0.7899999999999999,18/22,0.024082890555184137
0.17,0.05,0.7799999999999999,18/22,0.028210766424633042
0.17,0.06,0.77,18/22,0.03233864229408194
0.17,0.07,0.76,18/22,0.036466518163530845
0.17,0.08,0.75,18/22,0.04059439403297975
0.17,0.09,0.74,18/22,0.044722269902428655
0.17,0.1,0.73,18/22,0.04885014577187756
0.17,0.11,0.72,18/22,0.05297802164132646
0.17,0.12,0.71,18/22,0.05710589751077536
0.17,0.13,0.7,18/22,0.06123377338022427
0.17,0.14,0.69,18/22,0.06536164924967316
0.17,0.15,0.6799999999999999,18/22,0.06948952511912207
0.17,0.16,0.6699999999999999,18/22,0.07361740098857097
0.17,0.17,0.6599999999999999,18/22,0.07774527685801988
0.17,0.18,0.6499999999999999,18/22,0.08187315272746878
0.17,0.19,0.6399999999999999,18/22,0.08600102859691769
0.17,0.2,0.6299999999999999,18/22,0.0901289044663666
0.17,0.21,0.62,18/22,0.09425678033581548
0.17,0.22,0.61,18/22,0.09838465620526439
0.17,0.23,0.6,18/22,0.10251253207471331
0.17,0.24,0.59,16/18,0.10635384947502263
0.17,0.25,0.58,16/18,0.10817493026688993
0.17,0.26,0.57,16/18,0.10999601105875724
0.17,0.27,0.5599999999999999,16/18,0.11181709185062455
0.17,0.28,0.5499999999999999,16/18,0.11363817264249187
0.17,0.29,0.54,16/18,0.11545925343435916
0.17,0.3,0.53,16/18,0.11728033422622647
0.17,0.31,0.52,16/18,0.11910141501809379
0.17,0.32,0.51,16/18,0.1209224958099611
0.17,0.33,0.49999999999999994,16/18,0.1227435766018284
0.17,0.34,0.48999999999999994,16/18,0.12456465739369571
0.17,0.35000000000000003,0.4799999999999999,16/18,0.12638573818556303
0.17,0.36,0.47,16/18,0.12820681897743033
0.17,0.37,0.45999999999999996,16/18,0.13002789976929763
0.17,0.38,0.44999999999999996,16/18,0.13184898056116495
0.17,0.39,0.43999999999999995,16/18,0.13367006135303225
0.17,0.4,0.42999999999999994,16/18,0.13549114214489957
0.17,0.41000000000000003,0.41999999999999993,16/18,0.13731222293676687
0.17,0.42,0.41,16/18,0.13913330372863417
0.17,0.43,0.39999999999999997,16/18,0.1409543845205015
0.17,0.44,0.38999999999999996,16/18,0.1427754653123688
0.17,0.45,0.37999999999999995,16/18,0.14459654610423608
0.17,0.46,0.36999999999999994,16/18,0.1464176268961034
0.17,0.47000000000000003,0.35999999999999993,16/18,0.1482387076879707
0.17,0.48,0.35,16/18,0.150059788479838
0.17,0.49,0.33999999999999997,16/18,0.15188086927170533
0.17,0.5,0.32999999999999996,16/18,0.15370195006357262
0.17,0.51,0.31999999999999995,16/18,0.15552303085543995
0.17,0.52,0.30999999999999994,16/18,0.15734411164730724
0.17,0.53,0.29999999999999993,16/18,0.15916519243917454
0.17,0.54,0.2899999999999999,16/18,0.16098627323104187
0.17,0.55,0.2799999999999999,16/18,0.1628073540229092
0.17,0.56,0.2699999999999999,15/18,0.16452985455851143
0.17,0.5700000000000001,0.2599999999999999,15/18,0.16467576146059812
0.17,0.58,0.25,15/18,0.1648216683626848
0.17,0.59,0.24,15/18,0.16496757526477146
0.17,0.6,0.22999999999999998,15/18,0.16511348216685814
0.17,0.61,0.21999999999999997,15/18,0.1652593890689448
0.17,0.62,0.20999999999999996,15/18,0.16540529597103149
0.17,0.63,0.19999999999999996,15/18,0.1655512028731182
0.17,0.64,0.18999999999999995,15/18,0.16569710977520485
0.17,0.65,0.17999999999999994,15/18,0.16584301667729154
0.17,0.66,0.16999999999999993,15/18,0.1659889235793782
0.17,0.67,0.15999999999999992,15/18,0.16613483048146488
0.17,0.68,0.1499999999999999,15/18,0.16628073738355156
0.17,0.6900000000000001,0.1399999999999999,15/18,0.16642664428563825
0.17,0.7000000000000001,0.1299999999999999,15/18,0.1665725511877249
0.17,0.71,0.12,15/18,0.1667184580898116
0.17,0.72,0.10999999999999999,15/18,0.16686436499189825
0.17,0.73,0.09999999999999998,15/18,0.16701027189398493
0.17,0.74,0.08999999999999997,15/18,0.16715617879607161
0.17,0.75,0.07999999999999996,15/18,0.1673020856981583
0.17,0.76,0.06999999999999995,15/18,0.16744799260024498
0.17,0.77,0.05999999999999994,15/18,0.16759389950233164
0.17,0.78,0.04999999999999993,15/18,0.16773980640441832
0.17,0.79,0.039999999999999925,15/18,0.167885713306505
0.17,0.8,0.029999999999999916,15/18,0.1680316202085917
0.17,0.81,0.019999999999999907,15/18,0.16817752711067835
0.17,0.8200000000000001,0.009999999999999898,15/18,0.16832343401276503
0.17,0.8300000000000001,-1.1102230246251565e-16,15/18,0.1684693409148517
0.18,0.0,0.8200000000000001,18/22,0.008016762787823142
0.18,0.01,0.81,18/22,0.012144638657272045
0.18,0.02,0.8,18/22,0.016272514526720946
0.18,0.03,0.79,18/22,0.02040039039616985
0.18,0.04,0.78,18/22,0.024528266265618756
0.18,0.05,0.77,18/22,0.02865614213506766
0.18,0.06,0.76,18/22,0.03278401800451656
0.18,0.07,0.75,18/22,0.036911893873965464
0.18,0.08,0.7400000000000001,18/22,0.04103976974341437
0.18,0.09,0.7300000000000001,18/22,0.04516764561286327
0.18,0.1,0.7200000000000001,18/22,0.04929552148231218
0.18,0.11,0.7100000000000001,18/22,0.053423397351761076
0.18,0.12,0.7000000000000001,18/22,0.05755127322120998
0.18,0.13,0.6900000000000001,18/22,0.061679149090658886
0.18,0.14,0.68,18/22,0.06580702496010779
0.18,0.15,0.67,18/22,0.06993490082955668
0.18,0.16,0.66,18/22,0.07406277669900559
0.18,0.17,0.65,18/22,0.07819065256845449
0.18,0.18,0.6400000000000001,18/22,0.0823185284379034
0.18,0.19,0.6300000000000001,18/22,0.0864464043073523
0.18,0.2,0.6200000000000001,18/22,0.0905742801768012
0.18,0.21,0.6100000000000001,18/22,0.0947021560462501
0.18,0.22,0.6000000000000001,18/22,0.098830031915699
0.18,0.23,0.5900000000000001,18/22,0.10295790778514792
0.18,0.24,0.5800000000000001,16/18,0.10650960891444658
0.18,0.25,0.5700000000000001,16/18,0.1083306897063139
0.18,0.26,0.56,16/18,0.1101517704981812
0.18,0.27,0.55,16/18,0.11197285129004851
0.18,0.28,0.54,16/18,0.11379393208191582
0.18,0.29,0.53,16/18,0.11561501287378312
0.18,0.3,0.52,16/18,0.11743609366565042
0.18,0.31,0.51,16/18,0.11925717445751774
0.18,0.32,0.5,16/18,0.12107825524938505
0.18,0.33,0.49000000000000005,16/18,0.12289933604125236
0.18,0.34,0.48000000000000004,16/18,0.12472041683311967
0.18,0.35000000000000003,0.47000000000000003,16/18,0.12654149762498698
0.18,0.36,0.4600000000000001,16/18,0.12836257841685428
0.18,0.37,0.45000000000000007,16/18,0.13018365920872157
0.18,0.38,0.44000000000000006,16/18,0.1320047400005889
0.18,0.39,0.43000000000000005,16/18,0.1338258207924562
0.18,0.4,0.42000000000000004,16/18,0.13564690158432352
0.18,0.41000000000000003,0.41000000000000003,16/18,0.13746798237619082
0.18,0.42,0.4000000000000001,16/18,0.1392890631680581
0.18,0.43,0.39000000000000007,16/18,0.14111014395992544
0.18,0.44,0.38000000000000006,16/18,0.14293122475179276
0.18,0.45,0.37000000000000005,16/18,0.14475230554366006
0.18,0.46,0.36000000000000004,16/18,0.14657338633552736
0.18,0.47000000000000003,0.35000000000000003,16/18,0.14839446712739468
0.18,0.48,0.3400000000000001,16/18,0.15021554791926198
0.18,0.49,0.33000000000000007,16/18,0.1520366287111293
0.18,0.5,0.32000000000000006,16/18,0.1538577095029966
0.18,0.51,0.31000000000000005,16/18,0.15567879029486392
0.18,0.52,0.30000000000000004,16/18,0.1574998710867312
0.18,0.53,0.29000000000000004,16/18,0.15932095187859852
0.18,0.54,0.28,16/18,0.16114203267046584
0.18,0.55,0.27,16/18,0.16296311346233314
0.18,0.56,0.26,15/18,0.163727446796256
0.18,0.5700000000000001,0.25,15/18,0.16387335369834272
0.18,0.58,0.2400000000000001,15/18,0.16401926060042937
0.18,0.59,0.2300000000000001,15/18,0.16416516750251606
0.18,0.6,0.22000000000000008,15/18,0.1643110744046027
0.18,0.61,0.21000000000000008,15/18,0.1644569813066894
0.18,0.62,0.20000000000000007,15/18,0.16460288820877605
0.18,0.63,0.19000000000000006,15/18,0.16474879511086277
0.18,0.64,0.18000000000000005,15/18,0.16489470201294945
0.18,0.65,0.17000000000000004,15/18,0.1650406089150361
0.18,0.66,0.16000000000000003,15/18,0.1651865158171228
0.18,0.67,0.15000000000000002,15/18,0.16533242271920945
0.18,0.68,0.14,15/18,0.16547832962129616
0.18,0.6900000000000001,0.13,15/18,0.16562423652338285
