重复,胜出方案,两组平均孕周,三组平均孕周,三组减两组_平均孕周,两组最低审计达标概率,三组最低审计达标概率,三组减两组_最低审计概率
187,参数AFT两组,15.248261102193668,15.176565008025664,-0.07169609416800427,0.893950869862598,0.895415634893128,0.0014647650305300575
188,树AFT三组,15.314606741573016,15.281433921883343,-0.033172819689673005,0.8869610546541836,0.8993458769242373,0.012384822270053664
189,树AFT三组,15.125200642054557,15.14232209737826,0.01712145532370357,0.8884326897962636,0.8993740881340049,0.010941398337741326
190,树AFT三组,15.509363295880126,15.4895666131621,-0.019796682718025593,0.8869584238032174,0.8983065441142991,0.011348120311081678
191,参数AFT两组,15.174959871589067,15.264847512038505,0.08988764044943842,0.8932837472292702,0.8997077236328447,0.006423976403574505
192,参数AFT两组,15.165329052969485,15.243980738362742,0.07865168539325751,0.8922126968254879,0.8987490894900553,0.006536392664567403
193,参数AFT两组,14.804708400214002,14.760834670947018,-0.043873729266984185,0.8973159007108559,0.8995117088275008,0.0021958081166448817
194,参数AFT两组,15.091492776886016,15.098448368111274,0.006955591225258573,0.8953627825909196,0.8986728009357284,0.0033100183448088183
195,参数AFT两组,15.072231139646851,15.075441412520046,0.003210272873195308,0.8949517423215747,0.8960685726523233,0.0011168303307486083
196,树AFT三组,15.31621187800961,15.281433921883343,-0.034777956126267995,0.8858220437357339,0.8952423806729232,0.009420336937189244
197,树AFT三组,15.183520599250919,15.148742643124647,-0.03477795612627155,0.8868937544076698,0.8970783862043921,0.010184631796722243
198,树AFT三组,15.059925093632938,15.064740502942731,0.00481540930979385,0.8884929012794381,0.8969477757312083,0.008454874451770178
199,树AFT三组,15.08774745853396,15.14339218833599,0.05564472980203128,0.8864123554773824,0.9003801569169919,0.013967801439609517
200,参数AFT两组,14.82985553772069,14.878009630818605,0.04815409309791541,0.8913061123972364,0.9002308297310382,0.008924717333801735
201,树AFT三组,15.136436597110738,15.102728731942198,-0.033707865168539186,0.8878701283631862,0.8975072174410036,0.009637089077817351
202,参数AFT两组,15.01284109149276,15.058319957196343,0.04547886570358273,0.8913093828505742,0.9002202433010742,0.008910860450500047
203,参数AFT两组,15.252006420545728,15.28250401284107,0.030497592295342102,0.8922007383784574,0.8979945992965828,0.005793860918125393
204,参数AFT两组,15.119850187265898,15.055109684323149,-0.06474050294274925,0.8918471245076218,0.8984506131320977,0.006603488624475906
205,参数AFT两组,15.146602461209184,15.186730872124114,0.0401284109149298,0.8934072010097781,0.8988024393539765,0.005395238344198416
206,参数AFT两组,15.083467094703034,15.102728731942198,0.01926163723916474,0.8908570248984136,0.9003389154135202,0.009481890515106617
207,参数AFT两组,15.348314606741557,15.375066880684841,0.026752273943284166,0.8952014605840846,0.8962399471093974,0.0010384865253127984
208,参数AFT两组,15.192616372391637,15.176565008025664,-0.016051364365972987,0.8939591803822969,0.8963370088093109,0.0023778284270139505
209,参数AFT两组,15.226859283039039,15.164258962011752,-0.0626003210272863,0.8927051191831298,0.8991181541359443,0.006413034952814534
210,参数AFT两组,15.380417335473494,15.307651150347759,-0.07276618512573485,0.8946998988158491,0.8990087938194417,0.00430889500359255
211,树AFT三组,15.124130551096828,15.142857142857125,0.018726591760296785,0.8875771633776421,0.8979834542620468,0.0104062908844047
212,参数AFT两组,15.125200642054555,15.139111824505065,0.01391118245051004,0.8932304208369067,0.8987217158777583,0.0054912950408515515
213,树AFT三组,15.097913322632406,15.132156233279812,0.03424291064740537,0.8833161490217801,0.8971385479182926,0.013822398896512489
214,树AFT三组,15.235955056179758,15.263242375601909,0.027287319422150347,0.8888013154639736,0.8977429525993614,0.00894163713538787
215,树AFT三组,15.110219368646318,15.086677367576225,-0.02354200107009241,0.8898514204689157,0.8976402572323868,0.007788836763471085
