重复,袋外人数,存在方案,胜出组数,胜出切点,胜出推荐孕周,胜出开发平均孕周,袋外平均检测孕周,袋外总体达标概率,袋外政策组最低均值,袋外政策组最低保守下限,袋外审计层最低均值,袋外审计层最低保守下限,袋外均值安全,袋外保守下限安全,袋外政策组人数,袋外审计层人数,袋外政策组均值,袋外政策组保守下限,袋外审计层均值,袋外审计层保守下限
220,104,True,2,35.676651,18|23,18.655430711610485,18.528846153846153,0.956288732633012,0.9484583736344231,0.9372914011844832,0.9503158355659869,0.9404050494596734,True,True,93|11,30|31|24|19,0.957215|0.948458,0.953707|0.937291,0.963272|0.957561|0.950316|0.950731,0.959156|0.952099|0.942455|0.940405
221,99,True,2,35.611753,18|23,18.56179775280899,18.80808080808081,0.9527565606076681,0.9523661367575402,0.9428102412250475,0.9439940294963991,0.9347740748235125,True,True,83|16,21|28|23|27,0.952832|0.952366,0.948713|0.942810,0.960850|0.959134|0.947890|0.943994,0.954918|0.953915|0.940391|0.934774
222,95,True,2,34.720990,18|23,18.749063670411985,19.105263157894736,0.9577728065830459,0.9564285381521024,0.9519614614683193,0.9535817328300086,0.9441098064485975,True,True,74|21,18|18|27|32,0.956429|0.962510,0.951961|0.955290,0.960719|0.953582|0.955564|0.960337,0.953019|0.944110|0.948190|0.953575
223,86,True,2,35.258594,18|23,18.730337078651687,18.697674418604652,0.9569323444721061,0.956505635253343,0.9501621195429574,0.9434152767991885,0.931859884513839,True,True,74|12,34|23|9|20,0.956506|0.959564,0.952039|0.950162,0.963938|0.959939|0.952821|0.943415,0.959511|0.954692|0.937166|0.931860
224,103,True,2,35.620454,18|24,18.674157303370787,18.75728155339806,0.9517313345823857,0.9495303846599887,0.9450060983062265,0.9428591934909529,0.9317014171815051,True,True,90|13,24|22|31|26,0.949530|0.966969,0.945006|0.960602,0.960141|0.961119|0.946000|0.942859,0.955066|0.955043|0.938719|0.931701
225,94,True,2,35.817449,18|24,18.741573033707866,18.4468085106383,0.9543307100218718,0.9531676169307362,0.9489678144855185,0.9474994650807438,0.935951509672814,True,True,87|7,31|22|20|21,0.953168|0.968786,0.948968|0.965839,0.954946|0.961259|0.952929|0.947499,0.948299|0.957142|0.944652|0.935952
226,102,True,2,35.817449,18|23,18.580524344569287,18.441176470588236,0.9501179131540034,0.9454035881290124,0.934793414829704,0.9371520829838651,0.9262129861270391,True,True,93|9,25|32|21|24,0.950574|0.945404,0.946077|0.934793,0.959648|0.960745|0.937152|0.937367,0.954822|0.956345|0.926213|0.926744
227,97,True,1,,19,19.0,19.0,0.9601868898033662,0.9601868898033662,0.9555856429313759,0.9337462611549366,0.9194614773951031,True,True,97,27|13|35|22,0.960187,0.955586,0.970948|0.972321|0.963998|0.933746,0.966297|0.966671|0.959318|0.919461
228,106,True,2,30.293313,17|19,18.45318352059925,18.49056603773585,0.9489856606619389,0.9474877757803998,0.9408331350980638,0.922550502534196,0.910602924590093,True,True,27|79,26|15|36|29,0.947488|0.949498,0.940833|0.943216,0.949855|0.962583|0.963987|0.922551,0.944247|0.952433|0.958934|0.910603
229,96,True,2,35.365688,18|23,18.674157303370787,18.572916666666668,0.9545251043747219,0.9541421471539215,0.9500644660543797,0.9469391487772288,0.9376098810742792,True,True,85|11,27|23|24|22,0.954142|0.957484,0.950064|0.951345,0.959891|0.963271|0.946939|0.947071,0.955030|0.959699|0.937926|0.937610
230,96,True,2,34.999822,18|23,18.655430711610485,18.9375,0.9521128651353141,0.9505986754589074,0.9452279672490684,0.9435313316220546,0.9321149088067866,True,True,78|18,28|20|20|28,0.950599|0.958674,0.945228|0.949869,0.959035|0.961873|0.944675|0.943531,0.952242|0.957158|0.934375|0.932115
231,109,True,2,35.689748,18|24,18.674157303370787,18.660550458715598,0.9527152425396299,0.951168111825026,0.9468714954736976,0.9432162215545962,0.933053450018693,True,True,97|12,41|23|17|28,0.951168|0.965221,0.946871|0.959552,0.959263|0.954752|0.949812|0.943216,0.954544|0.948344|0.938593|0.933053
232,95,True,2,35.698449,18|24,18.696629213483146,18.568421052631578,0.9547783136660499,0.9536630606337656,0.9491731289402172,0.9437516039849507,0.9304766739157622,True,True,86|9,21|25|28|21,0.953663|0.965435,0.949173|0.958136,0.960626|0.962562|0.951713|0.943752,0.955023|0.958414|0.944165|0.930477
233,88,True,1,,19,19.0,19.0,0.9568076856542327,0.9568076856542327,0.951591288414105,0.9179430889584526,0.9032032130468122,True,True,88,15|29|26|18,0.956808,0.951591,0.967931|0.968085|0.964718|0.917943,0.960654|0.963651|0.958930|0.903203
234,94,True,2,35.279930,18|23,18.59925093632959,18.851063829787233,0.9528837338248601,0.9527957926032804,0.9437676077860646,0.9447314870051313,0.936038709609061,True,True,78|16,17|24|24|29,0.952902|0.952796,0.948294|0.943768,0.961912|0.963001|0.946222|0.944731,0.956904|0.957009|0.937645|0.936039
235,97,True,2,35.432222,18|23,18.674157303370787,18.567010309278352,0.9494488567396778,0.9487610351648086,0.9398631930024567,0.9355091993095853,0.9258302906734366,True,True,86|11,30|22|22|23,0.949537|0.948761,0.944767|0.939863,0.959627|0.961656|0.935509|0.937831,0.954258|0.957001|0.925830|0.926994
236,98,True,2,36.138360,18|24,18.696629213483146,18.489795918367346,0.9517126028617225,0.9511739850482387,0.9462705255535131,0.9301984749902276,0.9185468840514119,True,True,90|8,23|25|24|26,0.951174|0.957772,0.946271|0.948688,0.961296|0.964205|0.952823|0.930198,0.955456|0.960956|0.944600|0.918547
237,102,True,2,34.443129,18|22,18.749063670411985,18.705882352941178,0.9541692511277643,0.9434201079465535,0.9337178470510235,0.9459230426745467,0.9371894008834689,True,True,84|18,29|13|35|25,0.956473|0.943420,0.952863|0.933718,0.964071|0.961056|0.949298|0.945923,0.960627|0.954699|0.942908|0.937189
238,100,True,2,35.676651,18|24,18.674157303370787,18.84,0.9546494998666532,0.9530650655334907,0.9489189478559348,0.9490793230821387,0.9397847636061232,True,True,86|14,18|31|23|28,0.953065|0.964382,0.948919|0.958527,0.957442|0.960427|0.951459|0.949079,0.950289|0.955348|0.944436|0.939785
239,91,True,2,35.647570,18|23,18.56179775280899,18.54945054945055,0.9558289426090318,0.9456004779724625,0.9358428280071416,0.9427445976402297,0.9342172183526574,True,True,81|10,20|28|21|22,0.957092|0.945600,0.953187|0.935843,0.966361|0.957895|0.956751|0.942745,0.961188|0.950985|0.950951|0.934217
240,94,True,2,35.733752,18|24,18.89887640449438,18.382978723404257,0.9527470483834118,0.9523165122287652,0.9381304510772523,0.9353673466218119,0.919474399643102,True,True,88|6,31|21|27|15,0.952776|0.952317,0.948269|0.938130,0.957744|0.959345|0.951534|0.935367,0.951566|0.953502|0.943822|0.919474
241,92,True,2,34.720990,18|22,18.689138576779026,18.565217391304348,0.9538847580744977,0.9406577889689427,0.9291337653252556,0.9401668685228042,0.9296220777005744,True,True,79|13,24|17|28|23,0.956061|0.940658,0.951919|0.929134,0.958041|0.957811|0.959207|0.940167,0.952000|0.950347|0.953298|0.929622
242,95,True,1,,19,19.0,19.0,0.9583845536852864,0.9583845536852864,0.9538262754560378,0.9240934294224818,0.914476468265366,True,True,95,27|16|29|23,0.958385,0.953826,0.971149|0.975654|0.964169|0.924093,0.967759|0.971417|0.958538|0.914476
243,105,True,2,35.365688,18|23,18.674157303370787,18.61904761904762,0.953120210227126,0.9522438226485588,0.9421557255509084,0.9450201246266297,0.9362737079222934,True,True,92|13,25|28|25|27,0.953244|0.952244,0.948757|0.942156,0.962652|0.958298|0.945020|0.946425,0.957668|0.951010|0.936738|0.936274
244,100,True,2,35.039376,18|23,18.59925093632959,19.0,0.9503615611835763,0.9488203406674796,0.9438371423384824,0.9442324030723636,0.9344682260291203,True,True,80|20,24|16|27|33,0.948820|0.956526,0.943837|0.947884,0.958616|0.958154|0.945898|0.944232,0.952877|0.950638|0.938016|0.934468
245,95,True,2,35.676651,18|23,18.59925093632959,18.473684210526315,0.9531141475702147,0.9509094887214982,0.9387339802897275,0.9460862330231046,0.9358923969535153,True,True,86|9,33|21|15|26,0.953345|0.950909,0.949173|0.938734,0.958051|0.955901|0.950534|0.946086,0.952746|0.948566|0.943033|0.935892
246,96,True,2,35.591373,18|23,18.655430711610485,18.625,0.9511629503976362,0.9507222930408904,0.9454840026069593,0.9424407484298057,0.9328902226840541,True,True,84|12,17|25|25|29,0.950722|0.954248,0.945812|0.945484,0.960009|0.957282|0.949146|0.942441,0.952656|0.949047|0.941320|0.932890
247,95,True,1,,19,19.0,19.0,0.9576051092184755,0.9576051092184755,0.9524349625181108,0.9345307457046964,0.9223163237800689,True,True,95,26|23|16|30,0.957605,0.952435,0.965967|0.971804|0.966871|0.934531,0.959649|0.967753|0.960335|0.922316
248,98,True,2,29.844894,17|19,18.59550561797753,18.510204081632654,0.9482448961958824,0.9463994720413366,0.9407933348287475,0.922765532988492,0.9113812462054158,True,True,24|74,26|24|20|28,0.946399|0.948843,0.940793|0.942418,0.948931|0.966964|0.960561|0.922766,0.943008|0.961091|0.953193|0.911381
249,111,True,2,35.330226,18|23,18.674157303370787,18.675675675675677,0.952291014500344,0.9520884316457549,0.9450869567347998,0.9428141302368768,0.9328720024753394,True,True,96|15,30|12|40|29,0.952088|0.953588,0.947577|0.945087,0.962014|0.959119|0.949821|0.942814,0.956949|0.948308|0.943320|0.932872
250,92,True,2,35.453559,18|23,18.580524344569287,18.543478260869566,0.953190967792155,0.9448033321867901,0.9333051510561919,0.939230769782835,0.9282799705632884,True,True,82|10,26|29|19|18,0.954214|0.944803,0.950092|0.933305,0.955320|0.959124|0.954448|0.939231,0.948546|0.954098|0.945529|0.928280
251,101,True,2,34.646074,18|23,18.655430711610485,18.940594059405942,0.9586519307076538,0.9572586372326537,0.9535856351290218,0.954243259910757,0.9488187362510361,True,True,82|19,19|25|28|29,0.957259|0.964665,0.953586|0.955568,0.968104|0.957627|0.954243|0.957600,0.963621|0.950979|0.949366|0.948819
252,108,True,1,,19,19.0,19.0,0.9580029314453772,0.9580029314453772,0.9533239454621288,0.9259168396748837,0.9122434408320687,True,True,108,22|34|27|25,0.958003,0.953324,0.969261|0.972622|0.960130|0.925917,0.964704|0.969868|0.954100|0.912243
253,94,True,2,35.453559,18|23,18.636704119850187,18.74468085106383,0.953766589347298,0.95327141195187,0.9446048698962757,0.9367194397695708,0.9261126042877643,True,True,80|14,28|11|29|26,0.953853|0.953271,0.949437|0.944605,0.962520|0.955753|0.959845|0.936719,0.957725|0.950868|0.955614|0.926113
254,95,True,2,35.015556,18|23,18.56179775280899,19.105263157894736,0.9529654354350302,0.9514783129421635,0.9467468747763735,0.9495612346242063,0.9416290198281003,True,True,74|21,12|23|24|36,0.951478|0.958206,0.946747|0.949422,0.955688|0.954024|0.955696|0.949561,0.947563|0.944939|0.949149|0.941629
255,99,True,2,34.198289,18|22,18.704119850187265,19.01010101010101,0.9563235424424079,0.9543542895064929,0.9456480740874084,0.9540660256350696,0.947118065909493,True,True,74|25,21|21|24|33,0.956989|0.954354,0.953427|0.945648,0.954934|0.962326|0.954066|0.955030,0.949240|0.958048|0.947118|0.947258
256,105,True,1,,19,19.0,19.0,0.9564505885324015,0.9564505885324015,0.9518157252567798,0.9316765190353666,0.921633380148528,True,True,105,21|27|23|34,0.956451,0.951816,0.971717|0.970341|0.962828|0.931677,0.968100|0.966380|0.956771|0.921633
257,101,True,2,34.817975,18|23,18.749063670411985,18.792079207920793,0.9577871619846526,0.956362926639116,0.9523618958172696,0.9546271380268143,0.9446615158356869,True,True,85|16,25|14|38|24,0.956363|0.965353,0.952362|0.957492,0.963151|0.959470|0.955634|0.954627,0.958555|0.950051|0.949961|0.944662
258,87,True,1,,19,19.0,19.0,0.9607725672027783,0.9607725672027783,0.9558340622231679,0.9345194478651908,0.9191959297554428,True,True,87,25|19|23|20,0.960773,0.955834,0.974016|0.968366|0.962933|0.934519,0.969360|0.962930|0.957017|0.919196
259,91,True,2,35.078934,18|23,18.580524344569287,18.98901098901099,0.9505517469546612,0.9495780488362806,0.9443620691103337,0.9439216626005875,0.9348392754401412,True,True,73|18,20|18|21|32,0.949578|0.954501,0.944362|0.944948,0.961255|0.957000|0.943922|0.944586,0.954222|0.949991|0.935471|0.934839
260,93,True,2,35.853479,18|24,18.696629213483146,18.64516129032258,0.9533282990013956,0.9516093147832828,0.946971377214343,0.9464672161646692,0.936187942077359,True,True,83|10,13|24|30|26,0.951609|0.967596,0.946971|0.961037,0.957547|0.957966|0.953736|0.946467,0.950440|0.950182|0.946864|0.936188
261,98,True,2,35.503502,18|23,18.580524344569287,18.867346938775512,0.9550525794865777,0.9493861168495561,0.9410609641333679,0.9467532362960811,0.9387911228842458,True,True,81|17,23|30|14|31,0.956242|0.949386,0.952227|0.941061,0.963332|0.956376|0.956992|0.946753,0.958476|0.950241|0.949180|0.938791
262,103,True,2,35.258594,18|23,18.56179775280899,18.776699029126213,0.9508477703852782,0.9507524660392939,0.943514995860069,0.942399418063847,0.933598774059882,True,True,87|16,18|24|21|40,0.950752|0.951366,0.945738|0.943515,0.962151|0.956587|0.950692|0.942399,0.955355|0.949841|0.942709|0.933599
263,92,True,2,35.330226,18|23,18.636704119850187,18.652173913043477,0.9539312489410259,0.9537179332702521,0.9488590070069909,0.9443880636172772,0.9333457629323693,True,True,80|12,22|21|25|24,0.953718|0.955353,0.948960|0.948859,0.960768|0.963630|0.948929|0.944388,0.955275|0.956640|0.941717|0.933346
264,111,True,2,35.875684,18|24,18.674157303370787,18.54054054054054,0.9531432156020622,0.9522071164282465,0.9477958722102792,0.9432069734940478,0.9337144751406314,True,True,101|10,33|25|17|36,0.952207|0.962598,0.947796|0.954991,0.958132|0.963405|0.949410|0.943207,0.952962|0.959508|0.938243|0.933714
265,96,True,2,35.054024,18|22,18.44943820224719,18.75,0.949765148330839,0.9443383308624342,0.9343302394573632,0.9331424444261681,0.9234783658875719,True,True,78|18,30|15|20|31,0.951017|0.944338,0.945767|0.934330,0.961742|0.958770|0.950812|0.933142,0.956495|0.950328|0.941345|0.923478
266,101,True,2,35.591373,18|24,18.741573033707866,18.77227722772277,0.957668578302727,0.9564791206325971,0.9524127353516557,0.9514875947267393,0.9429859049796153,True,True,88|13,19|32|28|22,0.956479|0.965720,0.952413|0.959603,0.964812|0.959924|0.951488|0.956085,0.959417|0.954453|0.942986|0.947424
267,106,True,2,35.294055,18|23,18.580524344569287,18.849056603773583,0.953237702949255,0.9526186905504704,0.9474453692660821,0.9420527146724098,0.9330544191077592,True,True,88|18,29|15|27|35,0.952619|0.956264,0.948141|0.947445,0.963196|0.958324|0.954216|0.942053,0.958904|0.952293|0.946847|0.933054
268,101,True,2,34.746042,18|23,18.692883895131086,18.99009900990099,0.9555761673733908,0.9532606791414578,0.9482908731154804,0.9385597758175441,0.9267693562266052,True,True,81|20,29|22|17|33,0.953261|0.964954,0.948291|0.957501,0.960950|0.963180|0.938560|0.954550,0.955407|0.958684|0.926769|0.945023
269,102,True,2,34.773651,18|23,18.59925093632959,19.029411764705884,0.9543358251320835,0.952698467624478,0.9484346654490452,0.9512765075850113,0.9439442558916923,True,True,81|21,17|16|19|50,0.952698|0.960651,0.948435|0.952244,0.954553|0.964530|0.951277|0.952162,0.949316|0.959991|0.943944|0.945343
270,98,True,2,35.365688,18|23,18.580524344569287,18.56122448979592,0.9532891773140885,0.9525433118645933,0.948071450905237,0.9439690365278177,0.9321535645176309,True,True,87|11,25|25|25|23,0.952543|0.959188,0.948071|0.949775,0.958477|0.959394|0.950572|0.943969,0.953032|0.953201|0.942524|0.932154
271,88,True,2,35.937176,18|23,18.655430711610485,18.397727272727273,0.9533855558066064,0.939515486934989,0.9257062998357859,0.9364588976784787,0.9244881381389822,True,True,81|7,22|19|26|21,0.954584|0.939515,0.949975|0.925706,0.966232|0.960586|0.950925|0.936459,0.962425|0.954823|0.942869|0.924488
272,95,True,2,35.116515,18|23,18.674157303370787,18.94736842105263,0.9539148175867221,0.9517672556214565,0.9473817079084556,0.9435945207052212,0.934719961429828,True,True,77|18,22|21|27|25,0.951767|0.963102,0.947382|0.955075,0.959246|0.957019|0.943595|0.957762,0.953399|0.950769|0.934720|0.949718
273,98,True,2,35.647570,18|24,18.674157303370787,18.73469387755102,0.9548735725663994,0.9535760086660096,0.9493036290828825,0.9504831714652789,0.9438424936014018,True,True,86|12,19|13|36|30,0.953576|0.964173,0.949304|0.957703,0.955924|0.963086|0.950483|0.955918,0.949284|0.957646|0.943842|0.947442
274,95,True,2,35.078934,18|23,18.56179775280899,18.842105263157894,0.9545741045316771,0.9532905738130844,0.9485923010509417,0.950813739036277,0.9409886559127874,True,True,79|16,20|26|15|34,0.953291|0.960912,0.948592|0.950612,0.962067|0.955588|0.951349|0.950814,0.957096|0.949960|0.941483|0.940989
275,96,True,1,,19,19.0,19.0,0.9572082092170469,0.9572082092170469,0.9525147420564096,0.9258673726875585,0.9149719528260747,True,True,96,38|20|19|19,0.957208,0.952515,0.969520|0.969486|0.951002|0.925867,0.964824|0.964206|0.939857|0.914972
276,98,True,2,35.817449,18|23,18.56179775280899,18.510204081632654,0.9511002753383168,0.9455881447099804,0.9338472050686132,0.9334787240793483,0.9214659330946964,True,True,88|10,20|35|22|21,0.951727|0.945588,0.947541|0.933847,0.955555|0.959656|0.950259|0.933479,0.948234|0.955963|0.942968|0.921466
277,106,True,1,,19,19.0,19.0,0.9592012589461795,0.9592012589461795,0.9553527246890172,0.9349719028096722,0.9234410952675292,True,True,106,22|28|34|22,0.959201,0.955353,0.969561|0.970333|0.959008|0.934972,0.964835|0.966128|0.953924|0.923441
278,106,True,2,35.698449,18|24,18.674157303370787,18.50943396226415,0.9511224697289324,0.95042196653182,0.9460861128228442,0.9375364314107446,0.9250223942471192,True,True,97|9,25|29|29|23,0.950422|0.958672,0.946086|0.949392,0.960258|0.955284|0.949861|0.937536,0.955212|0.949166|0.942908|0.925022
279,96,True,2,35.591373,18|23,18.59925093632959,18.520833333333332,0.9521619446959463,0.9514947799254058,0.9406517539404204,0.9371311137788441,0.9262674031619683,True,True,86|10,26|27|24|19,0.952240|0.951495,0.947775|0.940652,0.959252|0.956108|0.951942|0.937131,0.953078|0.949276|0.943208|0.926267
280,95,True,2,35.720654,18|23,18.56179775280899,18.526315789473685,0.9503626844281814,0.9459137271745309,0.9344252287158826,0.9338208044891002,0.922038492110743,True,True,85|10,30|35|9|21,0.950886|0.945914,0.946203|0.934425,0.955382|0.956407|0.948725|0.933821,0.949018|0.951292|0.930751|0.922038
281,94,True,2,35.611753,18|23,18.655430711610485,18.585106382978722,0.9527284797659781,0.9517500713872729,0.9387658783033362,0.9472496528339936,0.937516166221417,True,True,83|11,20|21|29|24,0.952858|0.951750,0.948859|0.938766,0.954624|0.956642|0.953122|0.947250,0.947098|0.949899|0.946892|0.937516
282,106,True,2,35.170717,18|23,18.56179775280899,18.849056603773583,0.9562467887311324,0.9561650733776959,0.9488731929199777,0.9526480902238561,0.9449908393554591,True,True,88|18,20|30|25|31,0.956165|0.956646,0.952427|0.948873,0.961868|0.958991|0.952648|0.952866,0.956796|0.953552|0.945798|0.944991
283,106,True,2,35.691574,18|24,18.921348314606742,18.452830188679247,0.9509086901291868,0.9499985160795158,0.9458171249009308,0.9407158289577223,0.9294873079625624,True,True,98|8,27|32|26|21,0.949999|0.962058,0.945817|0.952962,0.958624|0.954901|0.946216|0.940716,0.952783|0.948319|0.938305|0.929487
284,100,True,2,35.591373,18|23,18.59925093632959,18.65,0.9521381684904366,0.9480693583895465,0.9388186031307548,0.94319566384511,0.9339278570885771,True,True,87|13,25|22|25|28,0.952746|0.948069,0.948510|0.938819,0.963357|0.958026|0.945753|0.943196,0.958159|0.952473|0.938278|0.933928
285,98,True,2,34.440085,18|23,18.93632958801498,19.020408163265305,0.9591775902482074,0.957732000978073,0.9539390273055742,0.9522316950811127,0.9442934668359751,True,True,78|20,33|16|25|24,0.957732|0.964815,0.953939|0.958140,0.959769|0.961863|0.952232|0.963810,0.954646|0.954131|0.944293|0.957696
286,99,True,2,34.412473,18|23,19.10486891385768,18.858585858585858,0.9598736023033655,0.9590229473905736,0.9556710314577053,0.9549729203710791,0.9478833480658905,True,True,82|17,25|29|27|18,0.959023|0.963977,0.955671|0.955927,0.964124|0.960196|0.954973|0.960802,0.960582|0.955065|0.947883|0.951589
287,95,True,2,35.817449,18|23,18.617977528089888,18.473684210526315,0.949657392209123,0.9494684121068149,0.939769273523273,0.9356790281812204,0.923395068130561,True,True,86|9,20|30|25|20,0.949468|0.951463,0.944594|0.939769,0.960033|0.953831|0.947531|0.935679,0.953366|0.947330|0.938003|0.923395
288,101,True,2,34.505326,18|22,18.674157303370787,18.633663366336634,0.9557121947001511,0.9476847722160953,0.9359177199103318,0.9446995289932474,0.9344311067989781,True,True,85|16,27|22|22|30,0.957223|0.947685,0.953262|0.935918,0.963092|0.960292|0.957093|0.944700,0.958289|0.954988|0.951900|0.934431
289,92,True,2,35.647570,18|23,18.56179775280899,18.434782608695652,0.9531871085720813,0.944550192889076,0.9331618046530259,0.9353108702775663,0.9232281619101842,True,True,84|8,26|24|24|18,0.954010|0.944550,0.949869|0.933162,0.956560|0.958281|0.957847|0.935311,0.950737|0.951719|0.952039|0.923228
290,99,True,2,35.817449,18|24,18.719101123595507,18.606060606060606,0.9515688082011147,0.9503218470564146,0.9453644244039462,0.9444390061960652,0.9341065006069514,True,True,89|10,19|24|24|32,0.950322|0.962667,0.945364|0.954337,0.958162|0.959170|0.948254|0.944439,0.953324|0.951694|0.939070|0.934107
291,99,True,2,35.676651,18|24,18.786516853932586,18.666666666666668,0.9530784230818002,0.9513628739534791,0.9471272335410165,0.9464467241430176,0.9384034458182806,True,True,88|11,23|29|25|22,0.951363|0.966803,0.947127|0.960789,0.956035|0.958577|0.946447|0.950275,0.950118|0.952705|0.938403|0.939192
292,98,True,1,,19,19.0,19.0,0.9575987303537056,0.9575987303537056,0.9530947655285853,0.9287842456919003,0.9182216497160294,True,True,98,21|30|23|24,0.957599,0.953095,0.968458|0.968615|0.963382|0.928784,0.962649|0.963264|0.957157|0.918222
293,107,True,2,34.587606,18|23,18.730337078651687,18.934579439252335,0.9557381268240279,0.9548229103742791,0.9510702690443686,0.9507196515918502,0.9435380756943681,True,True,87|20,21|30|22|34,0.954823|0.959719,0.951070|0.951282,0.961909|0.956862|0.950720|0.954182,0.956168|0.950663|0.943538|0.946969
294,91,True,2,35.166811,18|24,18.674157303370787,18.98901098901099,0.9544555619889817,0.9519857392652952,0.9471141203284313,0.9509277864091512,0.940687319795566,True,True,76|15,19|15|24|33,0.951986|0.966969,0.947114|0.957921,0.958013|0.954787|0.956282|0.950928,0.950679|0.945930|0.951527|0.940687
295,98,True,2,35.689748,18|24,18.696629213483146,18.612244897959183,0.9547275184234403,0.9534789622873464,0.9490792741390616,0.9487790745570108,0.9400185988977905,True,True,88|10,19|17|26|36,0.953479|0.965715,0.949079|0.958802,0.958344|0.962404|0.955302|0.948779,0.951428|0.956121|0.949040|0.940019
296,93,True,2,34.721552,18|22,18.65917602996255,18.86021505376344,0.9535466438988343,0.9467998273893061,0.9369243234084115,0.9445131140428109,0.9363695666896794,True,True,73|20,24|12|25|32,0.955395|0.946800,0.950855|0.936924,0.966280|0.965528|0.947134|0.944513,0.962532|0.958643|0.938598|0.936370
297,100,True,2,35.381927,18|23,18.674157303370787,18.45,0.9540756443171081,0.9539268798522078,0.9479502228413862,0.941605618984527,0.9311660499134065,True,True,91|9,28|26|20|26,0.953927|0.955580,0.949765|0.947950,0.956585|0.963100|0.955042|0.941606,0.951649|0.958581|0.946705|0.931166
298,94,True,2,35.591373,18|23,18.617977528089888,18.638297872340427,0.9568392674361038,0.9538430384178384,0.9459385585806469,0.9513861946375511,0.9442985152513965,True,True,82|12,17|26|26|25,0.957278|0.953843,0.953750|0.945939,0.959787|0.962974|0.951386|0.954126,0.952918|0.959119|0.944299|0.946999
299,91,True,2,34.533138,18|23,19.10486891385768,18.65934065934066,0.9569909283919885,0.9556493975828932,0.9512749701362926,0.949251282344545,0.9410667613161031,True,True,79|12,19|29|26|17,0.955649|0.965823,0.951275|0.955151,0.962823|0.960103|0.949251|0.957000,0.957401|0.955537|0.941067|0.942320
300,93,True,2,31.966590,17|20,18.43820224719101,18.387096774193548,0.9462126833550379,0.9442047670076588,0.9391542747587808,0.9387399105417675,0.927897231094027,True,True,50|43,23|22|20|28,0.944205|0.948547,0.939154|0.940286,0.945221|0.941788|0.962683|0.938740,0.938374|0.932970|0.955746|0.927897
301,99,True,2,35.258594,18|23,18.749063670411985,18.555555555555557,0.9557732802931219,0.9552390031178994,0.9502121542893313,0.950929806894096,0.9373206209192018,True,True,88|11,35|23|23|18,0.955239|0.960047,0.951085|0.950212,0.956198|0.959553|0.955138|0.950930,0.950235|0.954339|0.947626|0.937321
302,106,True,2,34.544577,18|23,19.029962546816478,18.70754716981132,0.9580456582386954,0.9574426714208573,0.953460993534085,0.9508042463366733,0.9432228330553766,True,True,91|15,13|39|32|22,0.957443|0.961704,0.954133|0.953461,0.950804|0.961818|0.953664|0.962011,0.943223|0.957390|0.947278|0.955404
303,99,True,2,35.488419,18|24,18.696629213483146,18.848484848484848,0.9548157997998948,0.9528936920970216,0.9482035737722726,0.9486302270287857,0.9379214009124441,True,True,85|14,21|23|25|30,0.952894|0.966486,0.948204|0.958833,0.960495|0.962431|0.950461|0.948630,0.955007|0.956716|0.942830|0.937921
304,98,True,2,34.999612,18|22,18.47940074906367,18.816326530612244,0.9531874165353402,0.942696695263113,0.9346214919501269,0.9397618549667958,0.9307593063125373,True,True,78|20,26|25|17|30,0.955877|0.942697,0.951397|0.934621,0.960834|0.963870|0.949475|0.939762,0.955108|0.960678|0.939366|0.930759
305,105,True,2,35.467684,18|24,18.719101123595507,18.857142857142858,0.9541872306374956,0.9526500832023584,0.948358724208181,0.9452752839531212,0.9355562546850076,True,True,90|15,23|34|21|27,0.952650|0.963410,0.948359|0.957553,0.960642|0.957443|0.945275|0.951521,0.954720|0.952263|0.935556|0.942076
306,91,True,2,36.044734,18|24,18.674157303370787,18.46153846153846,0.9524589794884195,0.9515439324040319,0.9469455821210316,0.9463657644237581,0.9359811016916738,True,True,84|7,14|24|25|28,0.951544|0.963440,0.946946|0.953734,0.960047|0.959212|0.948551|0.946366,0.953168|0.953449|0.940763|0.935981
307,90,True,2,34.720320,18|22,18.584269662921347,18.755555555555556,0.9537931218370588,0.9441498651036921,0.933317470205007,0.9446824926903845,0.9346642186855321,True,True,73|17,26|25|18|21,0.956039|0.944150,0.951871|0.933317,0.955089|0.959483|0.954648|0.944682,0.948334|0.953717|0.944799|0.934664
308,92,True,2,35.676651,18|23,18.580524344569287,18.597826086956523,0.9524076714449403,0.9448531362119792,0.9342992585431439,0.9353393595695655,0.9226910462320356,True,True,81|11,17|20|35|20,0.953434|0.944853,0.948546|0.934299,0.961734|0.959736|0.953443|0.935339,0.956492|0.951488|0.946829|0.922691
309,102,True,1,,19,19.0,19.0,0.9562685997094382,0.9562685997094382,0.9512515432793621,0.9298530896544952,0.9166515327915581,True,True,102,23|30|21|28,0.956269,0.951252,0.967605|0.971402|0.957454|0.929853,0.963386|0.967435|0.949691|0.916652
310,98,True,2,35.330226,18|23,18.692883895131086,18.714285714285715,0.9528829900566387,0.9526620129287495,0.9444751560193377,0.9364376157900707,0.9253694577123752,True,True,84|14,20|20|32|26,0.952662|0.954209,0.948158|0.944475,0.959997|0.965312|0.954031|0.936438,0.953666|0.961653|0.948667|0.925369
311,83,True,2,35.698449,18|24,18.674157303370787,18.650602409638555,0.9557659189269079,0.9547863873216477,0.9507097465539804,0.9542955011975617,0.9465407360116933,True,True,74|9,20|18|17|28,0.954786|0.963820,0.950710|0.956353,0.954609|0.960451|0.954296|0.954473,0.949147|0.951593|0.947856|0.946541
