重复,袋外人数,存在方案,胜出组数,胜出切点,胜出推荐孕周,胜出开发平均孕周,袋外平均检测孕周,袋外总体达标概率,袋外政策组最低均值,袋外政策组最低保守下限,袋外审计层最低均值,袋外审计层最低保守下限,袋外均值安全,袋外保守下限安全,袋外政策组人数,袋外审计层人数,袋外政策组均值,袋外政策组保守下限,袋外审计层均值,袋外审计层保守下限
312,93,True,1,,19,19.0,19.0,0.9567292533965152,0.9567292533965152,0.9517427824762952,0.9122933184891214,0.88852323405395,True,False,93,30|19|33|11,0.956729,0.951743,0.968937|0.966111|0.955042|0.912293,0.964301|0.960128|0.948587|0.888523
313,97,True,2,35.611753,18|23,18.674157303370787,18.463917525773194,0.9541771690474184,0.9490484707245963,0.9333708632078881,0.9390550300540862,0.9266923506265146,True,True,88|9,28|20|27|22,0.954702|0.949048,0.950283|0.933371,0.957666|0.965772|0.954293|0.939055,0.951108|0.961322|0.947189|0.926692
314,100,True,2,35.078934,18|23,18.617977528089888,18.9,0.9534268539023663,0.9517086997694202,0.9470531829477499,0.9452440664519597,0.9340170647855829,True,True,82|18,23|26|24|27,0.951709|0.961254,0.947053|0.952706,0.960081|0.956623|0.952793|0.945244,0.954290|0.951146|0.944649|0.934017
315,94,True,2,35.733752,18|24,18.696629213483146,18.51063829787234,0.9540858942803437,0.9536463396091425,0.9490607919124676,0.9419290221340297,0.9272138461539923,True,True,86|8,24|29|26|15,0.953646|0.958811,0.949061|0.949180,0.964978|0.956097|0.948802|0.941929,0.960161|0.950076|0.939543|0.927214
316,103,True,2,35.795244,18|24,18.696629213483146,18.75728155339806,0.953775786925472,0.9526373106341132,0.948490112809309,0.943574855083972,0.9316071584347977,True,True,90|13,25|37|19|22,0.952637|0.961658,0.948490|0.954621,0.953985|0.957824|0.957429|0.943575,0.947354|0.952994|0.950623|0.931607
317,102,True,2,36.044734,18|24,18.696629213483146,18.529411764705884,0.9523905743059166,0.9512366357432921,0.9467068536607257,0.9441930490252266,0.9299334640782673,True,True,93|9,35|16|34|17,0.951237|0.964315,0.946707|0.957998,0.959042|0.956050|0.947921|0.944193,0.953560|0.948120|0.940229|0.929933
318,100,True,2,35.611753,18|23,18.580524344569287,18.6,0.9524043738068009,0.9522606796503155,0.9424015116710432,0.9406473972528917,0.9292899948809905,True,True,88|12,24|25|25|26,0.952261|0.953458,0.947842|0.942402,0.960455|0.954480|0.954828|0.940647,0.955364|0.948342|0.947720|0.929290
319,103,True,2,35.467684,18|22,18.47940074906367,18.54368932038835,0.9488808161100549,0.9362211956969799,0.9260808104375545,0.9336838621627399,0.9240192408504851,True,True,89|14,30|27|19|27,0.950872|0.936221,0.946235|0.926081,0.959613|0.958555|0.939783|0.933684,0.954170|0.953071|0.928395|0.924019
320,97,True,2,35.116515,18|23,18.617977528089888,18.876288659793815,0.9538470039625921,0.9531180366338973,0.9487690404036547,0.9473307158773886,0.9380001414391426,True,True,80|17,20|30|17|30,0.953118|0.957277,0.948769|0.948801,0.960326|0.958027|0.950348|0.947331,0.954947|0.953076|0.940959|0.938000
321,104,True,2,35.676651,18|24,18.89887640449438,18.634615384615383,0.9574162732737578,0.9565443922542444,0.9525512939883359,0.9504523240090119,0.9428929767069542,True,True,93|11,25|28|30|21,0.956544|0.964788,0.952551|0.957307,0.964192|0.960905|0.950452|0.954647,0.959043|0.955834|0.942893|0.943635
322,92,True,2,34.533138,18|23,19.029962546816478,18.652173913043477,0.9574709484429441,0.9571092541887932,0.9522293602526503,0.953844803582756,0.9429441506391559,True,True,80|12,29|27|18|18,0.957109|0.959882,0.953339|0.952229,0.961566|0.955060|0.953845|0.958116,0.956791|0.949853|0.942944|0.949741
323,104,True,1,,19,19.0,19.0,0.9593532963915643,0.9593532963915643,0.9553609988522961,0.925631288323072,0.9116598138603244,True,True,104,26|24|37|17,0.959353,0.955361,0.968653|0.970697|0.960955|0.925631,0.964444|0.967165|0.956036|0.911660
324,93,True,2,36.044734,18|23,18.59925093632959,18.483870967741936,0.9521647036126857,0.9434559667804248,0.9303558641410978,0.9373374680022379,0.9284463914823242,True,True,84|9,19|28|16|30,0.953098|0.943456,0.948620|0.930356,0.962279|0.959654|0.954849|0.937337,0.957234|0.953980|0.944702|0.928446
325,105,True,1,,19,19.0,19.0,0.9572201485348247,0.9572201485348247,0.9526947926193623,0.9358015439282491,0.9263595770916317,True,True,105,27|18|25|35,0.957220,0.952695,0.973297|0.971901|0.959273|0.935802,0.969784|0.967472|0.952230|0.926360
326,99,True,2,34.721552,18|23,19.06741573033708,18.454545454545453,0.9564299659520796,0.9555695907328025,0.9520365424110903,0.9525142345526096,0.9383141592355956,True,True,90|9,41|23|22|13,0.955570|0.965034,0.952037|0.954702,0.958466|0.958550|0.952734|0.952514,0.954425|0.953034|0.944163|0.938314
327,95,True,2,35.591373,18|23,18.617977528089888,18.736842105263158,0.952671511133647,0.9474897243544053,0.938938691361705,0.9434781942681808,0.933494480726879,True,True,81|14,19|23|22|31,0.953567|0.947490,0.948863|0.938939,0.964182|0.963998|0.943478|0.943737,0.957929|0.958820|0.933494|0.935815
328,91,True,1,,19,19.0,19.0,0.9574692781524902,0.9574692781524902,0.9529251318598422,0.9191218555671705,0.9056511704078449,True,True,91,22|22|33|14,0.957469,0.952925,0.969220|0.964576|0.961166|0.919122,0.964083|0.957716|0.955492|0.905651
329,99,True,2,34.357014,18|23,19.06741573033708,18.90909090909091,0.958937060847335,0.9577840745398852,0.9542743278752149,0.9552974649687818,0.9493184155874783,True,True,81|18,20|35|17|27,0.957784|0.964125,0.954274|0.956629,0.955297|0.960596|0.957624|0.960309,0.950413|0.955798|0.949318|0.952556
330,92,True,1,,19,19.0,19.0,0.9572225088908884,0.9572225088908884,0.9520806244840262,0.9236813854198231,0.9098018320802808,True,True,92,27|26|18|21,0.957223,0.952081,0.971108|0.966055|0.962767|0.923681,0.966381|0.960043|0.955480|0.909802
331,102,True,2,35.676651,18|24,18.696629213483146,18.764705882352942,0.9549334907362967,0.9540230509979098,0.950187425701994,0.9502580746524397,0.9425566135904401,True,True,89|13,26|20|27|29,0.954023|0.961167,0.950187|0.953679,0.959377|0.961123|0.950258|0.951034,0.953786|0.955631|0.943814|0.942557
332,95,True,2,35.720654,18|23,18.56179775280899,18.526315789473685,0.9542901551494716,0.9501284901703431,0.9395762736844454,0.9379108239058607,0.9285220619798473,True,True,85|10,30|17|22|26,0.954780|0.950128,0.950330|0.939576,0.961567|0.965146|0.955336|0.937911,0.955169|0.958343|0.949136|0.928522
333,102,True,2,35.432222,18|23,18.655430711610485,18.637254901960784,0.9559320984169046,0.9557104986717231,0.9506787612298984,0.951113428281646,0.9438150928456248,True,True,89|13,25|20|24|33,0.955710|0.957449,0.952016|0.950679,0.962837|0.958421|0.953291|0.951113,0.957960|0.951520|0.947357|0.943815
334,101,True,2,35.365688,18|24,18.764044943820224,18.77227722772277,0.9563878904719465,0.9542139496125984,0.9505385581399391,0.9486531938763996,0.9392822996367194,True,True,88|13,27|30|19|25,0.954214|0.971104,0.950539|0.964643,0.958328|0.957986|0.948653|0.958254,0.954034|0.953260|0.939282|0.948902
335,87,True,1,,19,19.0,19.0,0.9584909779593331,0.9584909779593331,0.9537996196570543,0.9190539591658797,0.903235796069531,True,True,87,28|29|16|14,0.958491,0.953800,0.966504|0.969052|0.959834|0.919054,0.961578|0.964763|0.952409|0.903236
336,98,True,2,35.733752,18|24,18.674157303370787,18.612244897959183,0.9517347447126865,0.9500026244184095,0.945589883849337,0.945574480349938,0.9348278594374223,True,True,88|10,27|21|27|23,0.950003|0.966977,0.945590|0.963964,0.957541|0.957912|0.946372|0.945574,0.951443|0.951165|0.938442|0.934828
337,99,True,2,35.817449,18|24,18.741573033707866,18.424242424242426,0.9526361733496551,0.9519071604455839,0.9473676005192013,0.9397553853416373,0.9259171731364817,True,True,92|7,25|21|32|21,0.951907|0.962217,0.947368|0.952109,0.960294|0.958117|0.951509|0.939755,0.954594|0.951334|0.944832|0.925917
338,89,True,2,35.344351,18|23,18.636704119850187,18.730337078651687,0.9537749606317013,0.9527951300293503,0.9477553729770694,0.9406613425337009,0.9259958175584898,True,True,76|13,22|29|11|27,0.952795|0.959503,0.947755|0.951333,0.965162|0.959751|0.940661|0.943420,0.961443|0.954984|0.925996|0.932445
339,104,True,2,35.986499,18|24,18.674157303370787,18.46153846153846,0.9527894036724222,0.9525058091525804,0.9405896346926894,0.9382190662856709,0.9239526697792934,True,True,96|8,35|36|17|16,0.952813|0.952506,0.948526|0.940590,0.956910|0.958445|0.946041|0.938219,0.950975|0.953592|0.934049|0.923953
340,99,True,2,34.920501,18|23,18.580524344569287,18.858585858585858,0.954387164269935,0.9539069305644615,0.9480326756232456,0.9489973673434202,0.9395545881812852,True,True,82|17,21|27|20|31,0.953907|0.956704,0.949394|0.948033,0.957466|0.961750|0.948997|0.949367,0.951827|0.956325|0.940999|0.939555
341,106,True,2,34.897297,18|23,18.56179775280899,19.037735849056602,0.9550107788014651,0.9534831569457954,0.949062684449511,0.9468261462096336,0.9377558801294174,True,True,84|22,21|27|23|35,0.953483|0.960844,0.949063|0.952718,0.959303|0.961218|0.946826|0.953026,0.953756|0.956365|0.937756|0.944338
342,96,True,2,35.676651,18|24,18.674157303370787,18.875,0.9525355699582305,0.9511271851232973,0.9462523882915832,0.9467460379974164,0.938304506019046,True,True,82|14,19|24|27|26,0.951127|0.960785,0.946252|0.954124,0.962856|0.955220|0.946746|0.948528,0.957108|0.947435|0.938305|0.938556
343,89,True,1,,19,19.0,19.0,0.9543566464764202,0.9543566464764202,0.9491030797720025,0.9079543796127636,0.8950070981560446,True,False,89,22|23|28|16,0.954357,0.949103,0.969364|0.969163|0.956918|0.907954,0.964009|0.965641|0.950053|0.895007
344,100,True,2,36.211036,18|24,18.674157303370787,18.42,0.9496488225981875,0.9487889213502071,0.9441490953454764,0.9327924103663909,0.9229744031486351,True,True,93|7,23|24|22|31,0.948789|0.961073,0.944149|0.950125,0.958899|0.956941|0.955775|0.932792,0.952587|0.950213|0.948836|0.922974
345,101,True,2,35.711953,18|24,18.674157303370787,18.712871287128714,0.9538828453226544,0.9521426147478267,0.9480680557730955,0.9485505378675982,0.9382626049600036,True,True,89|12,25|25|26|25,0.952143|0.966790,0.948068|0.960452,0.956482|0.955742|0.954723|0.948551,0.950030|0.949263|0.948505|0.938263
346,90,True,2,35.698449,18|23,18.617977528089888,18.5,0.9534916132242548,0.9447393684370842,0.9335505357098197,0.9438061829179192,0.9326845876147174,True,True,81|9,28|32|14|16,0.954464|0.944739,0.950398|0.933551,0.955438|0.956587|0.953592|0.943806,0.947949|0.951319|0.944999|0.932685
347,107,True,2,35.453559,18|23,18.749063670411985,18.514018691588785,0.9556804986197384,0.9510978900430195,0.9418515208824574,0.9394381398186915,0.9288844900573582,True,True,96|11,27|38|22|20,0.956206|0.951098,0.952659|0.941852,0.959738|0.961260|0.955828|0.939438,0.955034|0.957036|0.948745|0.928884
348,93,True,2,34.999822,18|23,18.655430711610485,18.64516129032258,0.9545885713685952,0.9541410361030009,0.944292404622387,0.9493674411577618,0.942464722388941,True,True,81|12,19|29|16|29,0.954655|0.954141,0.950727|0.944292,0.959577|0.957269|0.949367|0.951520,0.953756|0.952174|0.942465|0.942580
349,104,True,2,35.817449,18|24,18.741573033707866,18.46153846153846,0.9546672458527442,0.9540409156323525,0.9501704150027721,0.9446888492935277,0.9320453090721055,True,True,96|8,25|36|25|18,0.954041|0.962183,0.950170|0.952225,0.961398|0.959421|0.948275|0.944689,0.956140|0.954577|0.940578|0.932045
350,100,True,2,35.591373,18|23,18.56179775280899,18.7,0.9512136778355087,0.9506963712139076,0.9417729133800993,0.9439141351028542,0.9347654707911258,True,True,86|14,19|24|27|30,0.951298|0.950696,0.946782|0.941773,0.956446|0.959062|0.948665|0.943914,0.950076|0.952319|0.940971|0.934765
351,95,True,2,35.258594,18|23,18.692883895131086,18.842105263157894,0.9554550440899632,0.954032499661089,0.9492818280703762,0.9440091389203284,0.9309454621543749,True,True,79|16,33|19|18|25,0.954032|0.962479,0.949282|0.952561,0.959495|0.960472|0.958649|0.944009,0.954694|0.953953|0.952424|0.930945
352,100,True,1,,19,19.0,19.0,0.9563699657524157,0.9563699657524157,0.9517555010925672,0.9139403295923114,0.9006891717545392,True,True,100,38|26|18|18,0.956370,0.951756,0.966250|0.966651|0.963091|0.913940,0.962283|0.961659|0.956990|0.900689
353,105,True,2,34.505326,18|22,18.734082397003746,18.761904761904763,0.9577763701682643,0.9520158290380267,0.9451138360688387,0.9492602392734052,0.9420039248282219,True,True,85|20,30|25|23|27,0.959132|0.952016,0.955773|0.945114,0.960964|0.964539|0.956266|0.949260,0.956604|0.960138|0.949047|0.942004
354,97,True,2,36.113195,18|24,18.674157303370787,18.49484536082474,0.9515258428700507,0.951200830529854,0.9413144566964454,0.9355515769921623,0.9236059933614443,True,True,89|8,12|32|27|26,0.951201|0.955142,0.946397|0.941314,0.962160|0.963997|0.947401|0.935552,0.953877|0.961008|0.939418|0.923606
355,98,True,2,35.221012,18|22,18.44943820224719,18.693877551020407,0.9484577441871563,0.9391557799288488,0.9280779318037676,0.932706097605618,0.9239740702678488,True,True,81|17,29|22|16|31,0.950410|0.939156,0.946027|0.928078,0.956273|0.958529|0.950964|0.932706,0.950297|0.952388|0.943479|0.923974
356,109,True,1,,19,19.0,19.0,0.958328248203691,0.958328248203691,0.954026477626952,0.9187523796029845,0.9055305579169048,True,True,109,35|29|28|17,0.958328,0.954026,0.970306|0.968308|0.957048|0.918752,0.966097|0.963228|0.950275|0.905531
357,98,True,2,34.745373,18|23,18.655430711610485,18.816326530612244,0.95531954661703,0.9540089342150899,0.9496520846810425,0.9463541168615363,0.9353828503354819,True,True,82|16,26|23|18|31,0.954009|0.962036,0.949652|0.954107,0.956017|0.955998|0.946354|0.959437,0.950435|0.948494|0.935383|0.951921
358,90,True,2,35.591373,18|23,18.655430711610485,18.444444444444443,0.9511870837837677,0.9428046036431661,0.9291678044637434,0.9414232722848557,0.9292953228007489,True,True,82|8,20|31|25|14,0.952005|0.942805,0.947523|0.929168,0.959992|0.955182|0.944657|0.941423,0.955376|0.948291|0.935131|0.929295
359,94,True,2,35.676651,18|23,18.580524344569287,18.585106382978722,0.9524378774795311,0.9440307856794816,0.9341535452750093,0.9449192819440195,0.9373117109808823,True,True,83|11,22|18|16|38,0.953552|0.944031,0.949077|0.934154,0.955343|0.967040|0.949872|0.944919,0.947320|0.963660|0.941262|0.937312
360,98,True,2,34.544577,18|22,18.689138576779026,18.693877551020407,0.9561172327602411,0.9514623399614403,0.9417705493186186,0.9510321682389489,0.9429382870336983,True,True,81|17,21|26|24|27,0.957094|0.951462,0.953549|0.941771,0.958116|0.964430|0.951083|0.951032,0.953105|0.960567|0.943313|0.942938
361,84,True,2,35.969310,18|24,18.674157303370787,18.571428571428573,0.951962257331218,0.950580329661662,0.9456060852870939,0.9392404857693271,0.9269435649145852,True,True,76|8,19|16|26|23,0.950580|0.965091,0.945606|0.958293,0.962222|0.955927|0.953279|0.939240,0.957419|0.948513|0.946061|0.926944
362,102,True,2,35.647570,18|23,18.56179775280899,18.686274509803923,0.9519438089712005,0.9461804179108616,0.9372272379233156,0.9431367069605646,0.9346580267673711,True,True,88|14,23|27|27|25,0.952861|0.946180,0.948659|0.937227,0.957427|0.962845|0.944527|0.943137,0.950546|0.959757|0.935469|0.934658
363,91,True,2,34.817975,18|23,18.749063670411985,18.934065934065934,0.9564332972535574,0.9562310709387286,0.9486332990384201,0.9498879899348759,0.9390785203059694,True,True,74|17,20|24|25|22,0.956231|0.957314,0.951589|0.948633,0.961612|0.962215|0.952500|0.949888,0.955310|0.958056|0.943273|0.939079
364,93,True,2,34.999822,18|23,18.636704119850187,18.86021505376344,0.9543433324401815,0.9528536892805356,0.9479943685213461,0.9498354513821503,0.9395992676068283,True,True,77|16,16|22|27|28,0.952854|0.961512,0.947994|0.953234,0.955962|0.954109|0.958250|0.949835,0.948290|0.945702|0.951872|0.939599
365,97,True,2,35.647570,18|23,18.56179775280899,18.61855670103093,0.9518753379190702,0.9475987356799526,0.9385284790330711,0.9377693022887318,0.9281477816709095,True,True,85|12,23|23|32|19,0.952479|0.947599,0.948569|0.938528,0.959813|0.957482|0.950516|0.937769,0.955114|0.951057|0.944112|0.928148
366,98,True,2,35.591373,18|23,18.692883895131086,18.510204081632654,0.9550758243620668,0.9546221755968204,0.9504380315677807,0.9443963867786611,0.9313827296137794,True,True,88|10,33|30|16|19,0.954622|0.959068,0.950438|0.955511,0.960719|0.957931|0.944396|0.949759,0.956672|0.952381|0.931383|0.938807
367,93,True,2,36.113195,18|24,18.719101123595507,18.322580645161292,0.9514862481419385,0.9508844658501032,0.9457804114432992,0.9382770119738132,0.9263312471150812,True,True,88|5,27|22|21|23,0.950884|0.962078,0.946466|0.945780,0.959633|0.960127|0.946427|0.938277,0.954676|0.954147|0.938145|0.926331
368,99,True,2,35.937176,18|24,18.696629213483146,18.545454545454547,0.9514823560547397,0.9502986127971584,0.9455372418915005,0.9424332915008666,0.9307837818154008,True,True,90|9,28|23|23|25,0.950299|0.963320,0.945537|0.955924,0.961179|0.955592|0.945404|0.942433,0.955011|0.950271|0.935587|0.930784
369,94,True,2,35.365688,18|24,18.741573033707866,19.02127659574468,0.9557756543181087,0.9525424547205085,0.9477822890584131,0.9486517522128561,0.9383344490852236,True,True,78|16,28|18|19|29,0.952542|0.971538,0.947782|0.966413,0.960373|0.962623|0.948652|0.951754,0.955170|0.956887|0.938334|0.941788
370,103,True,2,35.937176,18|24,18.696629213483146,18.524271844660195,0.9518048062657681,0.9515579406859407,0.9434742643312349,0.9370870068835305,0.9261109903425381,True,True,94|9,30|30|19|24,0.951558|0.954383,0.947249|0.943474,0.960959|0.956124|0.949122|0.937087,0.956889|0.949669|0.939576|0.926111
371,96,True,1,,19,19.0,19.0,0.9552371728552932,0.9552371728552932,0.9503643746341246,0.9137990138285391,0.9029192825251142,True,True,96,19|31|25|21,0.955237,0.950364,0.967997|0.970217|0.961772|0.913799,0.964167|0.965982|0.956377|0.902919
372,99,True,2,35.221012,18|23,18.730337078651687,18.606060606060606,0.9539682321593456,0.9534588083846237,0.9491628832709584,0.9478014111697364,0.9390260595202199,True,True,87|12,32|15|21|31,0.953459|0.957662,0.949163|0.953058,0.962484|0.954327|0.949840|0.947801,0.958718|0.946541|0.941040|0.939026
373,102,True,1,,19,19.0,19.0,0.9571709447601467,0.9571709447601467,0.9524910216419237,0.9210099482502855,0.9097778102875157,True,True,102,27|27|26|22,0.957171,0.952491,0.970309|0.967704|0.963187|0.921010,0.965294|0.962501|0.956442|0.909778
374,96,True,2,34.720320,18|23,18.749063670411985,18.885416666666668,0.9570709535296826,0.9558202687207107,0.9517645564056998,0.9352621145287955,0.9190314055344327,True,True,79|17,28|26|12|30,0.955820|0.962883,0.951765|0.956108,0.962579|0.960158|0.935262|0.957978,0.957831|0.954903|0.919031|0.952357
375,100,True,2,35.467684,18|23,18.580524344569287,18.6,0.9521083770140223,0.9520784374817434,0.9434536867732117,0.9409424672834035,0.9316743519471131,True,True,88|12,24|24|19|33,0.952078|0.952328,0.947466|0.943454,0.960516|0.957844|0.953636|0.940942,0.953829|0.950942|0.947330|0.931674
376,102,True,2,36.063873,18|24,18.696629213483146,18.470588235294116,0.9523605408024464,0.9516508639886853,0.9473800057320129,0.9454927350126011,0.9356981785850899,True,True,94|8,25|25|23|29,0.951651|0.960699,0.947380|0.952491,0.958168|0.958751|0.947762|0.945493,0.952913|0.952154|0.939537|0.935698
