重复,多因素减仅BMI_区间负对数评分
896,0.002415920700881975
897,-0.008282413608978927
898,0.007890080253448438
899,0.004544330434147045
900,-0.003551340115181539
901,-0.00761188108404897
902,0.0023708246741780048
903,0.031977322177987454
904,0.015527664786887658
905,0.028805429104912725
906,0.004518908999229144
907,0.01140741475938486
908,-0.001329240930860228
909,0.008107806626339965
910,0.005500217150493424
911,0.009254115289810981
912,0.016213902195895583
913,0.0032601256269000263
914,-0.002909604778551393
915,0.0087528745992735
916,-0.004456517005739796
917,-0.009647682961575097
918,0.03826132953292258
919,-0.004223632631175844
920,-0.010085299918049245
921,-0.009805521166949112
922,-0.010905080802274624
923,0.016758157572507076
924,-0.011203813606686638
925,0.00768364749021768
926,0.006410970944340996
927,0.010801474334370903
928,-0.014880040983871875
929,-0.009681165287470907
930,-0.0017364342698067846
931,-0.0122777307222193
932,0.005338138344309603
933,-0.003281609413260525
934,0.004281888736786781
935,-0.0028969814049984647
936,-0.01871474317923528
937,-0.0028992028741616155
938,-0.010321265986402
939,-0.006207715897720569
940,-0.014269938118864189
941,0.014518069365163254
942,0.021361753726953477
943,0.03111916570593604
944,0.0035082517867179846
945,0.007845518554463124
946,0.005936156077951724
947,0.018784375843655384
948,-0.010090423789065332
949,-0.006761610214060721
950,0.014184819204741097
951,0.019360564757226466
952,-0.011410212566079771
953,0.0009280445090345986
954,-0.0035481810063727414
955,0.023030248013983665
956,0.0027106483863213976
957,0.02990119530085034
958,0.009716175027566986
959,-0.0040339164215314706
960,0.0025980503750349273
961,0.011646005937993132
962,-0.0049120959121770995
963,-0.005748212817459484
964,0.01215681751640418
965,-0.009898213443371027
966,0.005675492582288076
967,0.020136133452045988
968,0.029930196061555732
969,0.0006816430250139237
970,-0.0025416713711568085
971,0.00952143716437032
972,0.01882684447171733
973,0.005415322452732645
974,0.01097667829969909
975,0.006074129042893773
976,-0.005414138060381687
977,-0.004643963071067954
978,-0.010911621879933773
979,-0.003846761527599463
980,0.027404099062233723
981,0.015837009732997755
982,0.019200881446318305
983,0.023385651870241195
984,0.005578239909543961
985,0.001824592233428825
986,-0.004718755022400957
987,-0.010745000366348305
988,0.016679307554937243
989,0.005845132900149117
990,-0.019793559342518367
991,0.013919828671996927
992,-0.0002142757507365906
993,-0.012558233794661578
994,0.010473371189847402
995,0.02120264851795671
996,-0.011330620919712174
997,-0.01633880257618577
998,-0.008569196740339466
999,-0.0024744551421493066
1000,0.013612727524980817
1001,0.013631995949854729
1002,0.01060076353583597
1003,0.0002825544891796473
1004,-0.006187734345688135
1005,0.015404105257364685
1006,0.019026796952466504
1007,0.022821370935689415
1008,-0.011578708815416148
1009,0.020661022032678156
1010,-0.008249294252846687
1011,-0.016294159877720985
1012,0.020518023995499603
1013,-0.018151220775573566
1014,0.016205046921669634
1015,0.01840268407940245
1016,-0.0033361663396984154
1017,0.020316925278225723
1018,-0.004791742095035029
1019,0.008496985640362963
1020,-0.01208907870291924
1021,0.01422976608509956
1022,0.006497032838400733
1023,0.0009338970321881171
1024,0.011247075840272328
1025,-0.0020982037409793407
1026,0.000400423438954705
1027,0.005067821711332839
1028,-0.002983329857338055
1029,0.01610000507882877
1030,-0.01864155809659358
1031,0.034855096047922925
1032,0.008976270291193102
1033,0.02968989323310938
1034,0.012201358993626824
1035,-0.0058176480393474115
1036,-0.001454499317920253
1037,-0.002801922236165467
1038,-0.014721446547386514
1039,-0.017764650271480005
1040,-0.0028812993290577064
1041,0.017198029081497826
1042,0.006249922626412159
1043,0.0026521863431547246
1044,-0.0020784039597695533
1045,-0.005591268130846005
1046,-0.0009210828236259937
1047,0.010918281689324091
1048,-0.014860606811317583
1049,0.016382750293537248
1050,-0.004760652732196805
1051,0.002153462567966328
1052,0.026382112480473223
1053,0.006796485012467074
1054,0.004234140629557823
1055,0.005247426485567649
1056,-0.018290503088825023
1057,0.0030705884272404656
1058,0.002985057639196013
1059,0.014205367608255795
1060,-0.0040761316045716985
1061,-0.015787664557679174
1062,0.015503626855713576
1063,0.0030906612369767774
1064,0.014910519444687211
1065,-0.01665489812501257
1066,0.02520397427324199
1067,0.025992235605395906
1068,-0.00017652502314217025
1069,0.003033226681598622
1070,0.005120015547163056
1071,0.004008270037386853
1072,-0.0028528333741160133
1073,0.0047715442394007206
1074,0.03100757996911325
1075,0.01766136294897645
1076,0.010349471306446822
1077,-0.0033877849389748927
1078,-0.01308872150712166
1079,0.006534236332103361
1080,0.03237910949526093
1081,0.0004994661715155858
1082,-0.011456796808037434
1083,0.0021694015315711686
1084,0.008037840599107943
1085,-0.008941551408560258
1086,0.0023255714487152475
1087,-0.009436720669741128
1088,0.01851340958812747
1089,0.010461709383776623
1090,0.01763128378868638
1091,0.03037335560364286
1092,-0.010964058801641204
1093,-0.00921384320332742
1094,-0.014651918981931597
1095,0.00962727614095054
1096,0.013841260360589995
1097,-0.005044735634588618
1098,0.009522213025395403
1099,0.00042349479621706803
1100,-0.013619267829103917
1101,0.011848736177892784
1102,-0.0003258258830101462
1103,0.004733711458624726
1104,0.0020687473488816784
1105,0.03041501886430539
1106,0.03478262086256658
1107,-0.020266553571056254
1108,0.009674927795293546
1109,0.013133681344772344
1110,0.00968678101802795
1111,0.00380882616924582
1112,0.0033757068543490785
1113,-0.0018560600391171482
1114,0.01710393894018799
1115,-0.002637439785346399
1116,-0.003949235769914819
1117,0.015578890081595131
1118,0.017281618755676856
1119,0.012388530600456337
1120,0.010483831035681391
1121,0.005465133786442833
1122,-0.006582637077729727
1123,0.01713937192244194
1124,0.011551935907439123
1125,-0.011271648519628868
1126,0.0021160945702832427
1127,-0.017232911035018353
1128,0.023626362966146248
1129,0.016186812861277933
1130,0.017819073020637954
1131,-0.011300342250287844
1132,0.012679340106568833
1133,0.003867802077283323
1134,-0.005123604979828736
1135,-0.008330391721263016
1136,0.007803636631749536
1137,-5.84798370927565e-06
1138,-0.0006223416469618824
1139,-0.00813903876927114
1140,0.006194371750584359
1141,0.001142178487440432
1142,0.04252798702970294
1143,0.01107366962305759
1144,0.00030161599264449506
1145,0.0005418539569861355
1146,0.006546724683207062
1147,-0.006041485440795252
1148,-0.0075363905312747035
1149,0.01040897289685415
1150,0.018750905018986384
1151,0.008986477785538701
1152,-0.008186719958254061
1153,0.003435003815467266
1154,0.01331570255449352
1155,-0.018309442788467
1156,0.004925693224474342
1157,0.03485440995285561
1158,0.01371380451325128
1159,0.015119482263032825
1160,-0.009581365381571122
1161,-0.010921740890348355
1162,0.0013350795100300326
1163,-0.0023904226110661128
1164,0.013679462950877951
1165,0.0313685059631451
1166,0.0010531804021628908
1167,0.0075127151721307486
1168,-0.0053294352287862985
1169,0.023065807788665262
1170,-0.009658414941448104
1171,0.0045685440485764076
1172,0.020148242170475613
1173,0.006268497420874623
